resolution_id,artifact,artifact_type,location,raw_citation,source_id,resolution_status,reference_occurrence_count,reference_title,data_cut,schema_version
CIT-FINAL-00208,evidence_claims_v2.csv,CSV,row=155;field=source_ids,459; 460; 461; 881; 892; 894; 910; 911; 912,461,resolved,1,MHB018A shows clinical activity in active and chronic thyroid eye disease - touchOPHTHALMOLOGY,2026-09-10,2.0.0
CIT-FINAL-00209,evidence_claims_v2.csv,CSV,row=155;field=source_ids,459; 460; 461; 881; 892; 894; 910; 911; 912,881,resolved,1,"A Phase III, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy of MHB018A Injection in Subjects With Active Moderate-to-Severe Thyroid Eye Disease.",2026-09-10,2.0.0
CIT-FINAL-00210,evidence_claims_v2.csv,CSV,row=155;field=source_ids,459; 460; 461; 881; 892; 894; 910; 911; 912,892,resolved,1,"A Phase III, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy of MHB018A Injection in Subjects With Chronic Moderate-to-Severe Thyroid Eye Disease.",2026-09-10,2.0.0
CIT-FINAL-00211,evidence_claims_v2.csv,CSV,row=155;field=source_ids,459; 460; 461; 881; 892; 894; 910; 911; 912,894,resolved,1,"A Phase III, Multicenter, Open-Label Extension Study to Evaluate the Efficacy and Safety of MHB018A Injection in Subjects With Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00212,evidence_claims_v2.csv,CSV,row=155;field=source_ids,459; 460; 461; 881; 892; 894; 910; 911; 912,910,resolved,1,"A Phase III, Multicenter, Open-Label Extension Study to Evaluate the Efficacy and Safety of MHB018A Injection in Subjects With Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00213,evidence_claims_v2.csv,CSV,row=155;field=source_ids,459; 460; 461; 881; 892; 894; 910; 911; 912,911,resolved,1,"A Phase III, Randomized, Double-Masked, Placebo-Controlled Study to Evaluate the Efficacy of MHB018A Injection Treatment in Subjects With Active Moderate to Severe Thyroid Eye Disease.",2026-09-10,2.0.0
CIT-FINAL-00214,evidence_claims_v2.csv,CSV,row=155;field=source_ids,459; 460; 461; 881; 892; 894; 910; 911; 912,912,resolved,1,"A Phase III, Randomized, Double-Masked, Placebo-Controlled Study to Evaluate the Efficacy of MHB018A Injection Treatment in Subjects With Chronic Moderate-to-Severe Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00215,evidence_claims_v2.csv,CSV,row=156;field=source_ids,404; 495; 904,404,resolved,1,An Efficacy and Safety Study of NTB003 in Participants With Thyroid Eye Disease (TED),2026-09-10,2.0.0
CIT-FINAL-00216,evidence_claims_v2.csv,CSV,row=156;field=source_ids,404; 495; 904,495,resolved,1,Biocytogen and Nanjing Chia Tai Tianqing Announce IND Approval in China for Co-Developed Anti-IGF-1R Antibody NTB003 (BCG009),2026-09-10,2.0.0
CIT-FINAL-00217,evidence_claims_v2.csv,CSV,row=156;field=source_ids,404; 495; 904,904,resolved,1,"A Phase Ib/II, Efficacy and Safety Study of NTB003 in Participants With Thyroid Eye Disease (TED)",2026-09-10,2.0.0
CIT-FINAL-00218,evidence_claims_v2.csv,CSV,row=157;field=source_ids,767,767,resolved,1,"A Randomised, Comparator Controlled, Two Part, Open-label Study to Evaluate the Safety, Tolerability and Pharmacodynamics of Multiple Doses of Otelixizumab in Patients With Thyroid Orbitopathy",2026-09-10,2.0.0
CIT-FINAL-00219,evidence_claims_v2.csv,CSV,row=158;field=source_ids,830,830,resolved,1,"Single-centre, Safety and Efficacy, Open-label Study Evaluating Antithymocyte Globulin Treatment in Subjects With Graves Orbitopathy",2026-09-10,2.0.0
CIT-FINAL-00220,evidence_claims_v2.csv,CSV,row=159;field=source_ids,880,880,resolved,1,An Open-label Phase 2 Study to Investigate the Efficacy and Safety of Rilzabrutinib in Adult Participants With Graves' Disease,2026-09-10,2.0.0
CIT-FINAL-00221,evidence_claims_v2.csv,CSV,row=160;field=source_ids,755; 760; 762; 791,755,resolved,1,B Cell Depletion With the Anti-CD20 Monoclonal Antibody Rituximab in the Treatment of Graves' Disease,2026-09-10,2.0.0
CIT-FINAL-00222,evidence_claims_v2.csv,CSV,row=160;field=source_ids,755; 760; 762; 791,760,resolved,1,Rituximab Treatment of Graves' Dysthyroid Ophthalmopathy Phase I/II,2026-09-10,2.0.0
CIT-FINAL-00223,evidence_claims_v2.csv,CSV,row=160;field=source_ids,755; 760; 762; 791,762,resolved,1,Phase 2/3 Study of Rituximab for Graves' Ophthalmopathy,2026-09-10,2.0.0
CIT-FINAL-00224,evidence_claims_v2.csv,CSV,row=160;field=source_ids,755; 760; 762; 791,791,resolved,1,Rituximab (RTX) Therapy in Steroid Resistant Patients or Patients Relapsing After Intravenous Steroids With Active TAO,2026-09-10,2.0.0
CIT-FINAL-00225,evidence_claims_v2.csv,CSV,row=161;field=source_ids,675; 699; 701; 844; 849,675,resolved,1,Targeting IL-6 Receptor Signaling with Satralizumab in Thyroid Eye Disease: Design of the Phase 3 SatraGO-1 and SatraGO-2 Trials,2026-09-10,2.0.0
CIT-FINAL-00226,evidence_claims_v2.csv,CSV,row=161;field=source_ids,675; 699; 701; 844; 849,699,resolved,1,Primary Results of the Phase-3 SatraGO-1 and SatraGO 2 Trials: Efficacy and Safety of Satralizumab▼ in Thyroid Eye Disease,2026-09-10,2.0.0
CIT-FINAL-00227,evidence_claims_v2.csv,CSV,row=161;field=source_ids,675; 699; 701; 844; 849,701,resolved,1,"FDA grants Priority Review to Roche’s Enspryng, the first and only at-home subcutaneous treatment option for thyroid eye disease (TED)",2026-09-10,2.0.0
CIT-FINAL-00228,evidence_claims_v2.csv,CSV,row=161;field=source_ids,675; 699; 701; 844; 849,844,resolved,1,"A Phase III, Randomized, Double-Masked, Placebo-Controlled, Multicenter Study to Evaluate the Efficacy, Safety, Pharmacokinetics, and Pharmacodynamics of Satralizumab in Participants With Moderate-to-Severe Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00229,evidence_claims_v2.csv,CSV,row=161;field=source_ids,675; 699; 701; 844; 849,849,resolved,1,"A Phase III, Randomized, Double-Masked, Placebo-Controlled, Multicenter Study to Evaluate the Efficacy, Safety, Pharmacokinetics, and Pharmacodynamics of Satralizumab in Participants With Moderate-to-Severe Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00230,evidence_claims_v2.csv,CSV,row=162;field=source_ids,876,876,resolved,1,"A Multicentre, Randomized, Double-blinded, Placebo-controlled Phase I/II Clinical Study to Evaluate the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Efficacy of SCTT11 in Healthy Participants and Participants with Moderate-to-severe Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00231,evidence_claims_v2.csv,CSV,row=163;field=source_ids,819,819,resolved,1,"A Two-year Multi-center Phase 3 Study to Investigate the Efficacy and Safety of Secukinumab in Adult Patients With Active, Moderate to Severe Thyroid Eye Disease (ORBIT), With a Randomized, Parallel-group, Double-blind, Placebo-controlled, 16-week Treatment Period, and a Follow-up/Retreatment Period",2026-09-10,2.0.0
CIT-FINAL-00232,evidence_claims_v2.csv,CSV,row=164;field=source_ids,833,833,resolved,1,"A Single-arm, Open-label, Prospective Phase II Study to Evaluate the Efficacy and Safety of SHR-1314 by Subcutaneous Injection in Active Moderate to Severe Graves' Orbitopathy Patients",2026-09-10,2.0.0
CIT-FINAL-00233,evidence_claims_v2.csv,CSV,row=165;field=source_ids,818; 822; 839,818,resolved,1,"A Phase II, Randomized, Superiority, Adaptive, Open-label, Single-center, Clinical Trial to Evaluate the Efficacy of Sirolimus (Rapamycin) in Patients With Graves' Disease and Moderate-to-severe and Active Graves' Orbitopathy (GO)",2026-09-10,2.0.0
CIT-FINAL-00234,evidence_claims_v2.csv,CSV,row=165;field=source_ids,818; 822; 839,822,resolved,1,Prospective Comparison of Sirolimus Against Corticosteroids in Treatment of Patients With Active Thyroid Eye Disease,2026-09-10,2.0.0
CIT-FINAL-00235,evidence_claims_v2.csv,CSV,row=165;field=source_ids,818; 822; 839,839,resolved,1,"Efficacy and Safety Evaluation of Rapamycin Combined With Methylprednisolone in the Treatment of Hyperthyroidism Exophthalmos: A Randomized, Controlled, Multicenter Clinical Trial.",2026-09-10,2.0.0
CIT-FINAL-00236,evidence_claims_v2.csv,CSV,row=166;field=source_ids,814,814,resolved,1,"A Double-masked, Methylprednisolone-control, Efficacy and Safety Study of 99Tc-MDP for Thyroid Associated Ophthalmopathy.",2026-09-10,2.0.0
CIT-FINAL-00237,evidence_claims_v2.csv,CSV,row=167;field=source_ids,190; 191; 274; 780; 807; 809; 817; 823; 855; 860; 869; 873; 885; 895; 899; 907,190,resolved,1,Efficacy and Safety of Teprotumumab in Patients With Thyroid Eye Disease of Long Duration and Low Disease Activity,2026-09-10,2.0.0
CIT-FINAL-00238,evidence_claims_v2.csv,CSV,row=167;field=source_ids,190; 191; 274; 780; 807; 809; 817; 823; 855; 860; 869; 873; 885; 895; 899; 907,191,resolved,1,"Teprotumumab Efficacy, Safety and Durability in Longer Duration Thyroid Eye Disease and Retreatment: Optic-X Study.",2026-09-10,2.0.0
CIT-FINAL-00239,evidence_claims_v2.csv,CSV,row=167;field=source_ids,190; 191; 274; 780; 807; 809; 817; 823; 855; 860; 869; 873; 885; 895; 899; 907,274,resolved,1,TEPEZZA (teprotumumab-trbw) Prescribing Information — original 2020 label,2026-09-10,2.0.0
CIT-FINAL-00240,evidence_claims_v2.csv,CSV,row=167;field=source_ids,190; 191; 274; 780; 807; 809; 817; 823; 855; 860; 869; 873; 885; 895; 899; 907,780,resolved,1,"A Multicenter, Double-Masked, Placebo-Controlled, Efficacy And Safety Study Of RV 001, An Insulin-Like Growth Factor-1 Receptor (IGF-1R) Antagonist Antibody (Fully Human), Administered Every 3 Weeks (q3W) By Intravenous (IV) Infusion In Patients Suffering From Active Thyroid Eye Disease (TED)",2026-09-10,2.0.0
CIT-FINAL-00241,evidence_claims_v2.csv,CSV,row=167;field=source_ids,190; 191; 274; 780; 807; 809; 817; 823; 855; 860; 869; 873; 885; 895; 899; 907,807,resolved,1,"A Phase 3, Randomized, Double-Masked, Placebo-Controlled, Parallel-Group, Multicenter Study Evaluating Teprotumumab (HZN-001) Treatment in Subjects With Active Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00242,evidence_claims_v2.csv,CSV,row=167;field=source_ids,190; 191; 274; 780; 807; 809; 817; 823; 855; 860; 869; 873; 885; 895; 899; 907,809,resolved,1,"Multicenter, Safety and Efficacy, Open-Label Extension Study Evaluating Teprotumumab (HZN-001) Treatment in Subjects With Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00243,evidence_claims_v2.csv,CSV,row=167;field=source_ids,190; 191; 274; 780; 807; 809; 817; 823; 855; 860; 869; 873; 885; 895; 899; 907,817,resolved,1,"A Phase 4, Randomized, Double-masked, Placebo-controlled, Multicenter Trial to Evaluate the Efficacy and Safety of TEPEZZA® in Treating Patients With Chronic (Inactive) Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00244,evidence_claims_v2.csv,CSV,row=167;field=source_ids,190; 191; 274; 780; 807; 809; 817; 823; 855; 860; 869; 873; 885; 895; 899; 907,823,resolved,1,"A Phase 3b/4, Double-masked, Randomized, International, Parallel-assignment, Multicenter Trial in Patients With Thyroid Eye Disease to Evaluate the Safety and Tolerability of Different Dosing Durations of Teprotumumab",2026-09-10,2.0.0
CIT-FINAL-00245,evidence_claims_v2.csv,CSV,row=167;field=source_ids,190; 191; 274; 780; 807; 809; 817; 823; 855; 860; 869; 873; 885; 895; 899; 907,855,resolved,1,"A Phase 3, Randomized, Double-masked, Placebo-controlled, Parallel-group, Multicenter Trial to Evaluate the Efficacy, Safety and Tolerability of Subcutaneous Teprotumumab in Participants With Moderate-to-Severe Active Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00246,evidence_claims_v2.csv,CSV,row=167;field=source_ids,190; 191; 274; 780; 807; 809; 817; 823; 855; 860; 869; 873; 885; 895; 899; 907,860,resolved,1,"A Phase 1b, Open-label, Multicenter Trial to Evaluate the Pharmacokinetics, Safety, and Tolerability of Two Formulations of a Single Subcutaneous Dose of Teprotumumab Followed by Multiple Intravenous Doses of TEPEZZA in Participants With Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00247,evidence_claims_v2.csv,CSV,row=167;field=source_ids,190; 191; 274; 780; 807; 809; 817; 823; 855; 860; 869; 873; 885; 895; 899; 907,869,resolved,1,"A Phase 1, Open-Label, Single Ascending Dose Study to Evaluate the Safety, Tolerability, and Pharmacokinetics of TEPEZZA Subcutaneous Administration in Healthy Adult Subjects",2026-09-10,2.0.0
CIT-FINAL-00248,evidence_claims_v2.csv,CSV,row=167;field=source_ids,190; 191; 274; 780; 807; 809; 817; 823; 855; 860; 869; 873; 885; 895; 899; 907,873,resolved,1,"A Phase 1, Open-label, Single-dose Trial to Evaluate the Pharmacokinetics, Safety and Tolerability of Teprotumumab (High-concentration Formulation) Subcutaneous Administration in Healthy Adult Non-Japanese and Japanese Volunteers",2026-09-10,2.0.0
CIT-FINAL-00249,evidence_claims_v2.csv,CSV,row=167;field=source_ids,190; 191; 274; 780; 807; 809; 817; 823; 855; 860; 869; 873; 885; 895; 899; 907,885,resolved,1,"A Phase 1, Randomized, Placebo-controlled, Double-blind, Single-dose Study to Evaluate Pharmacokinetics, Safety, and Tolerability of Teprotumumab (AMG 632) Administered Intravenously in Healthy Chinese Participants",2026-09-10,2.0.0
CIT-FINAL-00250,evidence_claims_v2.csv,CSV,row=167;field=source_ids,190; 191; 274; 780; 807; 809; 817; 823; 855; 860; 869; 873; 885; 895; 899; 907,895,resolved,1,"A Multicenter, Randomized, Open-Label, Active-Controlled Phase IV Clinical Study to Evaluate the Efficacy and Safety of Teprotumumab N01 in the Treatment of Active Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00251,evidence_claims_v2.csv,CSV,row=167;field=source_ids,190; 191; 274; 780; 807; 809; 817; 823; 855; 860; 869; 873; 885; 895; 899; 907,899,resolved,1,A Comparative Study of Shortened (4-Infusion) Versus Standard (8-Infusion) Teprotumumab Regimens in Patients With Thyroid Eye Disease (TED) Exhibiting an Early Optimal Clinical Response,2026-09-10,2.0.0
CIT-FINAL-00252,evidence_claims_v2.csv,CSV,row=167;field=source_ids,190; 191; 274; 780; 807; 809; 817; 823; 855; 860; 869; 873; 885; 895; 899; 907,907,resolved,1,"A Single-Center, Prospective, Randomized, Open-Label, Parallel-Group Study Comparing Sequential Teprotumumab N01 With Intravenous Methylprednisolone After Urgent Orbital Decompression in Patients With Dysthyroid Optic Neuropathy",2026-09-10,2.0.0
CIT-FINAL-00253,evidence_claims_v2.csv,CSV,row=168;field=source_ids,772; 821; 847; 878,772,resolved,1,"Clinical Trial Phase III, Parallel Group, Randomized, Placebo-controlled, Double-blind, Multicenter Study to Evaluate the Efficacy and Safety of Tocilizumab Administration in Patients With Moderate-to-severe or Sight-threatening Graves' Ophthalmopathy (GO), That Had Not Responded Adequately to Treatment With Intravenous Corticoid Pulses.",2026-09-10,2.0.0
CIT-FINAL-00254,evidence_claims_v2.csv,CSV,row=168;field=source_ids,772; 821; 847; 878,821,resolved,1,"Multicenter, Randomized, Observer-blind, Controlled Study of the Anti-IL-6 Receptor Antibody Tocilizumab (TCZ) or Methylprednisolone (MP) Treatment in Patients With Active Moderate-severe Graves' Orbitopathy",2026-09-10,2.0.0
CIT-FINAL-00255,evidence_claims_v2.csv,CSV,row=168;field=source_ids,772; 821; 847; 878,847,resolved,1,Efficacy and Safety of Tocilizumab for Patients With Thyroid-associated Ophthalmopathy,2026-09-10,2.0.0
CIT-FINAL-00256,evidence_claims_v2.csv,CSV,row=168;field=source_ids,772; 821; 847; 878,878,resolved,1,Clinical Study on the Combined Use of Tocilizumab and Flupentixol-Melitracen in the Treatment of Thyroid-Associated Ophthalmopathy: A Prospective Exploratory Study,2026-09-10,2.0.0
CIT-FINAL-00257,evidence_claims_v2.csv,CSV,row=169;field=source_ids,905,905,resolved,1,"A Single-Arm, Open-Label, Exploratory Study of Tofacitinib in Patients With Glucocorticoid-Resistant or Intolerant Moderate-to-Severe Active Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00258,evidence_claims_v2.csv,CSV,row=170;field=source_ids,848,848,resolved,1,"A Multicenter Phase 2b Randomized, Double-Masked, Placebo-Controlled Dose-Ranging Study of TOUR006 in Participants With Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00259,evidence_claims_v2.csv,CSV,row=171;field=source_ids,826,826,resolved,1,A Multi-model Image of Immunosuppressive Agents in Thyroid Associated Ophthalmopathy.,2026-09-10,2.0.0
CIT-FINAL-00260,evidence_claims_v2.csv,CSV,row=172;field=source_ids,230; 373; 726; 727; 829; 845; 852; 859,230,resolved,1,THRIVE,2026-09-10,2.0.0
CIT-FINAL-00261,evidence_claims_v2.csv,CSV,row=172;field=source_ids,230; 373; 726; 727; 829; 845; 852; 859,373,resolved,1,LUMVOA (veligrotug-vvze) Prescribing Information,2026-09-10,2.0.0
CIT-FINAL-00262,evidence_claims_v2.csv,CSV,row=172;field=source_ids,230; 373; 726; 727; 829; 845; 852; 859,726,resolved,1,BLA 761530 approval letter for LUMVOA,2026-09-10,2.0.0
CIT-FINAL-00263,evidence_claims_v2.csv,CSV,row=172;field=source_ids,230; 373; 726; 727; 829; 845; 852; 859,727,resolved,1,Novel Drug Approvals for 2026,2026-09-10,2.0.0
CIT-FINAL-00264,evidence_claims_v2.csv,CSV,row=172;field=source_ids,230; 373; 726; 727; 829; 845; 852; 859,829,resolved,1,"A Safety, Tolerability, and Efficacy Study of Veligrotug, a Humanized Monoclonal Antibody Directed Against the IGF-1 Receptor in Subjects With Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00265,evidence_claims_v2.csv,CSV,row=172;field=source_ids,230; 373; 726; 727; 829; 845; 852; 859,845,resolved,1,"A Randomized, Double-masked, Placebo-controlled Safety, Tolerability, and Efficacy Study of VRDN-001, a Humanized Monoclonal Antibody Directed Against the IGF-1 Receptor, in Participants With Chronic Thyroid Eye Disease (TED)",2026-09-10,2.0.0
CIT-FINAL-00266,evidence_claims_v2.csv,CSV,row=172;field=source_ids,230; 373; 726; 727; 829; 845; 852; 859,852,resolved,1,An Open-label Study for Participants Who Are Non-responders at the End of Treatment Assessment on the VRDN-001-101 and VRDN-001-301 Pivotal Studies,2026-09-10,2.0.0
CIT-FINAL-00267,evidence_claims_v2.csv,CSV,row=172;field=source_ids,230; 373; 726; 727; 829; 845; 852; 859,859,resolved,1,"A Randomized, Controlled, Safety and Tolerability Study of VRDN-001, a Humanized Monoclonal Antibody Directed Against the IGF-1 Receptor, in Participants With Thyroid Eye Disease (TED)",2026-09-10,2.0.0
CIT-FINAL-00268,evidence_claims_v2.csv,CSV,row=173;field=source_ids,871; 872; 877; 889; 891,871,resolved,1,"REVEAL-2 - A Phase 3, Randomized, Double-masked, Placebo-controlled, Efficacy, Safety, and Tolerability Study of VRDN-003 in Participants With Chronic Thyroid Eye Disease (TED)",2026-09-10,2.0.0
CIT-FINAL-00269,evidence_claims_v2.csv,CSV,row=173;field=source_ids,871; 872; 877; 889; 891,872,resolved,1,"REVEAL-1 - A Phase 3, Randomized, Double-masked, Placebo-controlled, Efficacy, Safety, and Tolerability Study of VRDN-003 in Participants With Active Thyroid Eye Disease (TED)",2026-09-10,2.0.0
CIT-FINAL-00270,evidence_claims_v2.csv,CSV,row=173;field=source_ids,871; 872; 877; 889; 891,877,resolved,1,"A Randomized, Double-masked, Controlled, Safety and Tolerability Study of VRDN-003 in Participants With Thyroid Eye Disease (TED)",2026-09-10,2.0.0
CIT-FINAL-00271,evidence_claims_v2.csv,CSV,row=173;field=source_ids,871; 872; 877; 889; 891,889,resolved,1,"A Randomized, Open-label Study Evaluating the Safety, Tolerability and Pharmacokinetics of VRDN-003 Administered Subcutaneously in Participants With Thyroid Eye Disease (TED)",2026-09-10,2.0.0
CIT-FINAL-00272,evidence_claims_v2.csv,CSV,row=173;field=source_ids,871; 872; 877; 889; 891,891,resolved,1,"A Multicenter, Double-blinded, Randomized, Placebo Controlled Phase 3 Trial to Evaluate the Efficacy and Safety of ZL-1109 in Chinese Participants With Thyroid Eye Disease (TED)",2026-09-10,2.0.0
CIT-FINAL-00273,evidence_claims_v2.csv,CSV,row=174;field=source_ids,854,854,resolved,1,"A Double-blind, Placebo-controlled, Phase 2 Dose-range Study to Assess the Efficacy and Safety of WP1302 in Preventing Disease Relapse Following Methimazole Withdrawal in Subjects With Graves' Disease",2026-09-10,2.0.0
CIT-FINAL-00274,evidence_claims_v2.csv,CSV,row=175;field=source_ids,841,841,resolved,1,A Multiple Ascending Doses Study of ZB001 in Chinese Patients With Thyroid-Associated Ophthalmopathy,2026-09-10,2.0.0
CIT-FINAL-00275,evidence_claims_v2.csv,CSV,row=198;field=source_ids,1; 2; 6; 7; 8,1,resolved,1,Programs - Lycia Therapeutics,2026-09-10,2.0.0
CIT-FINAL-00276,evidence_claims_v2.csv,CSV,row=198;field=source_ids,1; 2; 6; 7; 8,2,resolved,1,Graves Disease · Phase I (2025-524053-14-00) | CTIS.eu,2026-09-10,2.0.0
CIT-FINAL-00277,evidence_claims_v2.csv,CSV,row=198;field=source_ids,1; 2; 6; 7; 8,6,resolved,1,Pipeline & Programs - Merida Biosciences,2026-09-10,2.0.0
CIT-FINAL-00278,evidence_claims_v2.csv,CSV,row=198;field=source_ids,1; 2; 6; 7; 8,7,resolved,1,NEXUS Study: A Study to Test Single and Multiple Doses of MER511 Given to Adults With Graves' Disease,2026-09-10,2.0.0
CIT-FINAL-00279,evidence_claims_v2.csv,CSV,row=198;field=source_ids,1; 2; 6; 7; 8,8,resolved,1,OR31-05 Specific and Deep Depletion of anti-TSHR Autoantibodies for the Treatment of Graves’ and Thyroid Eye Disease,2026-09-10,2.0.0
CIT-FINAL-00280,evidence_claims_v2.csv,CSV,row=199;field=source_ids,728; 729; 731; 735; 780,728,resolved,1,TEPEZZA (teprotumumab-trbw) current prescribing information,2026-09-10,2.0.0
CIT-FINAL-00281,evidence_claims_v2.csv,CSV,row=199;field=source_ids,728; 729; 731; 735; 780,729,resolved,1,Tepezza EPAR,2026-09-10,2.0.0
CIT-FINAL-00282,evidence_claims_v2.csv,CSV,row=199;field=source_ids,728; 729; 731; 735; 780,731,resolved,1,MHRA approves teprotumumab as the first UK treatment for adults with moderate-to-severe TED,2026-09-10,2.0.0
CIT-FINAL-00283,evidence_claims_v2.csv,CSV,row=199;field=source_ids,728; 729; 731; 735; 780,735,resolved,1,Tepezza deliberation and review report,2026-09-10,2.0.0
CIT-FINAL-00284,evidence_claims_v2.csv,CSV,row=199;field=source_ids,728; 729; 731; 735; 780,780,resolved,1,"A Multicenter, Double-Masked, Placebo-Controlled, Efficacy And Safety Study Of RV 001, An Insulin-Like Growth Factor-1 Receptor (IGF-1R) Antagonist Antibody (Fully Human), Administered Every 3 Weeks (q3W) By Intravenous (IV) Infusion In Patients Suffering From Active Thyroid Eye Disease (TED)",2026-09-10,2.0.0
CIT-FINAL-00285,evidence_claims_v2.csv,CSV,row=200;field=source_ids,1; 2; 6; 7; 8; 898,1,resolved,1,Programs - Lycia Therapeutics,2026-09-10,2.0.0
CIT-FINAL-00286,evidence_claims_v2.csv,CSV,row=200;field=source_ids,1; 2; 6; 7; 8; 898,2,resolved,1,Graves Disease · Phase I (2025-524053-14-00) | CTIS.eu,2026-09-10,2.0.0
CIT-FINAL-00287,evidence_claims_v2.csv,CSV,row=200;field=source_ids,1; 2; 6; 7; 8; 898,6,resolved,1,Pipeline & Programs - Merida Biosciences,2026-09-10,2.0.0
CIT-FINAL-00288,evidence_claims_v2.csv,CSV,row=200;field=source_ids,1; 2; 6; 7; 8; 898,7,resolved,1,NEXUS Study: A Study to Test Single and Multiple Doses of MER511 Given to Adults With Graves' Disease,2026-09-10,2.0.0
CIT-FINAL-00289,evidence_claims_v2.csv,CSV,row=200;field=source_ids,1; 2; 6; 7; 8; 898,8,resolved,1,OR31-05 Specific and Deep Depletion of anti-TSHR Autoantibodies for the Treatment of Graves’ and Thyroid Eye Disease,2026-09-10,2.0.0
CIT-FINAL-00290,evidence_claims_v2.csv,CSV,row=200;field=source_ids,1; 2; 6; 7; 8; 898,898,resolved,1,"A Phase 1, First-in-Human, Placebo-Controlled, Single and Multiple Ascending Dose Study to Evaluate Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Immunogenicity of Intravenous and Subcutaneous Administration of MER511 in Adults With Graves' Disease",2026-09-10,2.0.0
CIT-FINAL-00291,evidence_claims_v2.csv,CSV,row=201;field=source_ids,732; 733,732,resolved,1,Teprotumumab for treating thyroid eye disease (deferred appraisal of D1) [ID6756],2026-09-10,2.0.0
CIT-FINAL-00292,evidence_claims_v2.csv,CSV,row=201;field=source_ids,732; 733,733,resolved,1,Teprotumumab for treating thyroid eye disease—draft guidance consultation,2026-09-10,2.0.0
CIT-FINAL-00293,evidence_claims_v2.csv,CSV,row=202;field=source_ids,741; 743,741,resolved,1,バセドウ病治療ガイドライン2019 CQ一覧,2026-09-10,2.0.0
CIT-FINAL-00294,evidence_claims_v2.csv,CSV,row=202;field=source_ids,741; 743,743,resolved,1,妊娠初期における薬物治療は第一選択薬として何が推奨されるか（GD guideline 2019 FCQ1 explanation）,2026-09-10,2.0.0
CIT-FINAL-00295,evidence_claims_v2.csv,CSV,row=203;field=source_ids,28,28,resolved,1,2025 Korean Thyroid Association Management Guidelines for Radioactive Iodine Therapy in Patients with Hyperthyroidism,2026-09-10,2.0.0
CIT-FINAL-00296,pipeline_assets_v2.csv,CSV,row=2;field=source_ids,[1]; CTIS 2025-524053-14-00,1,resolved,1,Programs - Lycia Therapeutics,2026-09-10,2.0.0
CIT-FINAL-00297,pipeline_assets_v2.csv,CSV,row=3;field=source_ids,[6]; [7]; [8]; NCT07305818; ClinicalTrials.gov,6,resolved,1,Pipeline & Programs - Merida Biosciences,2026-09-10,2.0.0
CIT-FINAL-00298,pipeline_assets_v2.csv,CSV,row=3;field=source_ids,[6]; [7]; [8]; NCT07305818; ClinicalTrials.gov,7,resolved,1,NEXUS Study: A Study to Test Single and Multiple Doses of MER511 Given to Adults With Graves' Disease,2026-09-10,2.0.0
CIT-FINAL-00299,pipeline_assets_v2.csv,CSV,row=3;field=source_ids,[6]; [7]; [8]; NCT07305818; ClinicalTrials.gov,8,resolved,1,OR31-05 Specific and Deep Depletion of anti-TSHR Autoantibodies for the Treatment of Graves’ and Thyroid Eye Disease,2026-09-10,2.0.0
CIT-FINAL-00300,pipeline_assets_v2.csv,CSV,row=4;field=source_ids,[541]; NCT06569758; NCT07286656; NCT07682896; ClinicalTrials.gov,541,resolved,1,GenSci098,2026-09-10,2.0.0
CIT-FINAL-00301,pipeline_assets_v2.csv,CSV,row=5;field=source_ids,[164]; NCT02904330; ClinicalTrials.gov,164,resolved,1,"Safety, pharmacokinetics, and potential benefits of TSH-receptor-specific monoclonal autoantibody K1-70TM in Japanese Graves’ disease patients: results of a phase 1 trial",2026-09-10,2.0.0
CIT-FINAL-00302,pipeline_assets_v2.csv,CSV,row=6;field=source_ids,[253]; NCT02973802; NCT06240455; ClinicalTrials.gov,253,resolved,1,Antigen-Specific Immunotherapy with Thyrotropin Receptor Peptides in Graves' Hyperthyroidism: A Phase I Study,2026-09-10,2.0.0
CIT-FINAL-00303,pipeline_assets_v2.csv,CSV,row=7;field=source_ids,[619]; NCT07622368; ClinicalTrials.gov,619,resolved,1,NCT07622368,2026-09-10,2.0.0
