trial_id,registry,registry_url,asset,asset_aliases,sponsor,owner_at_cutoff,indication,mechanism_class,phase,overall_status,start_date,primary_completion_date,regions,population,ted_activity_severity,n_enrolled,n_randomized,n_analyzed,design,blinding,arms,dose_route_schedule_duration,background_soc_combination,comparator,primary_endpoints,secondary_endpoints,analysis_timepoint,efficacy_results,safety_results,followup_durability,publication_urls,evidence_tier,source_ids,access_depth,last_verified,notes,raw_interventions,registry_allocation,has_posted_results,why_stopped,randomization_basis,analysis_basis,data_cut,schema_version
NCT07211776,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07211776,VRDN-003,ZL-1109 (VRDN-003),"Zai Lab (Shanghai) Co., Ltd.","Zai Lab (Shanghai) Co., Ltd.",Active moderate-to-severe TED,IGF-1R inhibition,PHASE3,ACTIVE_NOT_RECRUITING,2025-12-05,2027-03-14,China,Adults primary,active_moderate_severe,108,NR (randomized N not posted; enrollment not substituted),NA (no posted results at data cut),RANDOMIZED PARALLEL,TRIPLE,"Randomized controlled period: ZL-1109 every 4 weeks [EXPERIMENTAL]: Drug: ZL-1109 (VRDN-003) — Participants will receive ZL-1109 per protocol defined dosing regimen.; Randomized controlled period: ZL-1109 every 8 weeks [EXPERIMENTAL]: Drug: ZL-1109 (VRDN-003), Drug: Placebo — Participants will receive ZL-1109 and placebo per protocol defined dosing regimen.; Randomized controlled period: Placebo every 4 weeks [PLACEBO_COMPARATOR]: Drug: Placebo — Participants will receive placebo per protocol defined dosing regimen.; OLE treatment period: ZL-1109 every 4 weeks [OTHER]: Drug: ZL-1109 (VRDN-003) — Participants who not responded would receive ZL-1109 per protocol defined dosing regimen.",ZL-1109 (VRDN-003) [DRUG]: ZL-1109 subcutaneous injection; Placebo [DRUG]: Matching placebo subcutaneous injection; Arm Randomized controlled period: ZL-1109 every 4 weeks: Participants will receive ZL-1109 per protocol defined dosing regimen.; Arm Randomized controlled period: ZL-1109 every 8 weeks: Participants will receive ZL-1109 and placebo per protocol defined dosing regimen.; Arm Randomized controlled period: Placebo every 4 weeks: Participants will receive placebo per protocol defined dosing regimen.; Arm OLE treatment period: ZL-1109 every 4 weeks: Participants who not responded would receive ZL-1109 per protocol defined dosing regimen.,Registry-defined; verify per protocol,Randomized controlled period: Placebo every 4 weeks,Proptosis Responder Rate in the study eye,Change from baseline in proptosis in the study eye; Overall Responder Rate in the study eye; Change from baseline in Clinical Activity Score (CAS) in the study eye; Proportion of participants with a Clinical Activity Score (CAS) of 0 or 1 in the study eye; Diplopia Responder Rate for participants with baseline Diplopia Score greater than 0,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,NR (no result-linked publication URL identified at data cut),Official registry protocol,ClinicalTrials.gov; NCT07211776,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial,ZL-1109 (VRDN-003); Placebo,RANDOMIZED,No,"NA (study not reported as terminated, withdrawn, or suspended)",Protocol identifies randomized allocation; no posted participant flow at data cut,No posted ClinicalTrials.gov results at frozen data cut,2026-09-10,2.0.0
NCT07265258,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07265258,Teprotumumab; Methylprednisolone,Teprotumumab N01; NR (no additional alias),Innovent Biologics (Suzhou) Co. Ltd.,Innovent Biologics (Suzhou) Co. Ltd.,Active moderate-to-severe TED,IGF-1R inhibition; Glucocorticoid immunomodulation,PHASE4,RECRUITING,2026-07-30,2028-06-30,China,Adults primary,active_moderate_severe,92,NR (randomized N not posted; enrollment not substituted),NA (no posted results at data cut),RANDOMIZED PARALLEL,NONE,Intravenous glucocorticoid (IVGC) group [ACTIVE_COMPARATOR]: Drug: Methylprednisolone; Teprotumumab N01 group [EXPERIMENTAL]: Biological: Teprotumumab N01,"Teprotumumab N01 [BIOLOGICAL]: A total of 8 intravenous infusions of Teprotumumab N01 injection will be administered: 10 mg/kg on Day1, followed by 20 mg/kg in Week3-21, once every 3 weeks(Q3W).; Methylprednisolone [DRUG]: A total of 12 intravenous infusions of methylprednisolone will be administered: 500 mg for the first six doses (on Day 1 and weekly throughout Weeks 1-5), and then 250 mg for the following six doses (weekly throughout Weeks 6-11). Based on disease deterioration and treatment response, participants will receive individualized treatment after IVGC therapy.",Registry-defined; verify per protocol,Intravenous glucocorticoid (IVGC) group,The proptosis responder rate of the study eye,Change from baseline in proptosis of the study eye; The overall response rate of the study eye; Change from baseline in proptosis of the study eye on MRI imaging; The proptosis response rate of the study eye; The composite effective rate of the study eye,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,https://doi.org/10.1007/s40123-026-01451-9,Official registry protocol,ClinicalTrials.gov; NCT07265258,official_registry_full_record,2026-09-10,disease-directed standard-of-care or regimen-optimization trial,Teprotumumab N01; Methylprednisolone,RANDOMIZED,No,"NA (study not reported as terminated, withdrawn, or suspended)",Protocol identifies randomized allocation; no posted participant flow at data cut,No posted ClinicalTrials.gov results at frozen data cut,2026-09-10,2.0.0
NCT07547930,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07547930,Tofacitinib,NR (no additional alias),The First Affiliated Hospital of Xiamen University,The First Affiliated Hospital of Xiamen University,Active moderate-to-severe TED,JAK inhibition,PHASE2,RECRUITING,2026-04-24,2027-12-30,China,Adults primary,active_moderate_severe,8,NA (not randomized),NA (no posted results at data cut),NA SINGLE_GROUP,NONE,"Tofacitinib Treatment Group [EXPERIMENTAL]: Drug: Tofacitinib — Participants in this arm will receive oral Tofacitinib Citrate (5 mg) twice daily (BID) for a total treatment duration of 24 weeks. Following the 24-week treatment period, participants will undergo a 12-week drug-withdrawal observation phase to monitor for disease relapse and safety.","Tofacitinib [DRUG]: 5 mg tablet administered orally twice daily (BID) for a continuous period of 24 weeks.; Arm Tofacitinib Treatment Group: Participants in this arm will receive oral Tofacitinib Citrate (5 mg) twice daily (BID) for a total treatment duration of 24 weeks. Following the 24-week treatment period, participants will undergo a 12-week drug-withdrawal observation phase to monitor for disease relapse and safety.",Registry-defined; verify per protocol,NA (no comparator arm identified),Overall Response Rate (ORR),Change in Proptosis; Change in Clinical Activity Score (CAS); Diplopia Response; Change in Graves' Orbitopathy Quality of Life (GO-QOL) Score; Incidence of Adverse Events,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,https://doi.org/10.3389/fendo.2025.1527275; https://doi.org/10.1001/jamaophthalmol.2025.3974; https://doi.org/10.1016/S2213-8587(25)00066-X; https://doi.org/10.1530/EJE-21-0479,Official registry protocol,ClinicalTrials.gov; NCT07547930,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial,Tofacitinib,NA,No,"NA (study not reported as terminated, withdrawn, or suspended)",Registry allocation=NA,No posted ClinicalTrials.gov results at frozen data cut,2026-09-10,2.0.0
NCT07597200,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07597200,Cizutamig (CND106),Cizutamig will be dosed according to the protocol.,Candid Therapeutics,Candid Therapeutics,Active moderate-to-severe TED,Plasma-cell/B-lineage depletion,PHASE1,RECRUITING,2026-05-08,2028-05-31,China,Adults primary,active_moderate_severe,38,NA (not randomized),NA (no posted results at data cut),NA SINGLE_GROUP,NONE,Cizutamig [EXPERIMENTAL]: Drug: Cizutamig will be dosed according to the protocol.,Cizutamig will be dosed according to the protocol. [DRUG]: CND106,Registry-defined; verify per protocol,NA (no comparator arm identified),Incidence and severity of treatment-emergent adverse events through end of study; Changes from baseline in vital signs through end of study: body temperature; Changes from baseline in vital signs through end of study: heart rate; Changes from baseline in vital signs through end of study: respiratory rate; Changes from baseline in vital signs through end of study: blood pressure,Pharmacokinetic (PK) parameters for Cizutamig: Cmax; PK parameters for Cizutamig: time of maximum concentration; PK parameters for Cizutamig: area under the concentration-time curve; PK parameters for Cizutamig: clearance; PK parameters for Cizutamig: volume of distribution,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,NR (no result-linked publication URL identified at data cut),Official registry protocol,ClinicalTrials.gov; NCT07597200,official_registry_full_record,2026-09-10,named investigational disease-directed asset; comparator treatment does not determine asset class,Cizutamig will be dosed according to the protocol.,NA,No,"NA (study not reported as terminated, withdrawn, or suspended)",Registry allocation=NA,No posted ClinicalTrials.gov results at frozen data cut,2026-09-10,2.0.0
NCT07622108,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07622108,MHB018A,NR (no additional alias),Minghui Pharmaceutical (Hangzhou) Ltd,Minghui Pharmaceutical (Hangzhou) Ltd,Active moderate-to-severe TED,IGF-1R inhibition,PHASE3,NOT_YET_RECRUITING,2026-12,2028-07,NR (study locations not reported),Adults primary,active_moderate_severe,84,NR (randomized N not posted; enrollment not substituted),NA (no posted results at data cut),RANDOMIZED PARALLEL,QUADRUPLE,"MHB018A [EXPERIMENTAL]: Drug: MHB018A — Patients with TED will be randomized to receive 6 subcutaneous injections of either MHB018A (450mg) or MHB018A placebo, once every 4 weeks (q4w); MHB018A Placebo [PLACEBO_COMPARATOR]: Drug: MHB018A placebo — Patients with TED will be randomized to receive 6 subcutaneous injections of either MHB018A (450mg) or MHB018A placebo, once every 4 weeks (q4w)","MHB018A [DRUG]: MHB018A 450mg for subcutaneous injection once every 4 weeks (Q4W); MHB018A placebo [DRUG]: 6 subcutaneous injections of MHB018A placebo once every 4 weeks (q4w); Arm MHB018A: Patients with TED will be randomized to receive 6 subcutaneous injections of either MHB018A (450mg) or MHB018A placebo, once every 4 weeks (q4w); Arm MHB018A Placebo: Patients with TED will be randomized to receive 6 subcutaneous injections of either MHB018A (450mg) or MHB018A placebo, once every 4 weeks (q4w)",Registry-defined; verify per protocol,MHB018A Placebo,Proptosis response rate at Week 24,Overall response rate; Change in proptosis; Percentage of subjects with CAS of 0 or 1; Change in CAS; Diplopia response rate,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,NR (no result-linked publication URL identified at data cut),Official registry protocol,ClinicalTrials.gov; NCT07622108,official_registry_full_record,2026-09-10,named investigational disease-directed asset; comparator treatment does not determine asset class,MHB018A; MHB018A placebo,RANDOMIZED,No,"NA (study not reported as terminated, withdrawn, or suspended)",Protocol identifies randomized allocation; no posted participant flow at data cut,No posted ClinicalTrials.gov results at frozen data cut,2026-09-10,2.0.0
NCT07622368,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07622368,IBI3031,NR (no additional alias),Innovent Biologics (Suzhou) Co. Ltd.,Innovent Biologics (Suzhou) Co. Ltd.,Active moderate-to-severe TED,Dual IGF-1R/TSHR blockade,PHASE1,RECRUITING,2026-06-30,2027-06-15,China,Adults primary,active_moderate_severe,66,NR (randomized N not posted; enrollment not substituted),NA (no posted results at data cut),RANDOMIZED PARALLEL,TRIPLE,"SAD Dose 4 - Placebo Control Group [PLACEBO_COMPARATOR]: Drug: placebo — Subjects receive matching placebo to the treatment group.; MAD Dose 2- IBI3031A101 Treatment Group [EXPERIMENTAL]: Drug: IBI3031 — Multiple ascending dose (MAD) phase. Subjects receive repeated doses of IBI3031A101 to evaluate safety, tolerability and steady-state pharmacokinetics.; SAD Dose 4 - IBI3031A101 Treatment Group [EXPERIMENTAL]: Drug: IBI3031 — Subjects receive single-dose IBI3031A101 at different dose levels to evaluate safety, tolerability and pharmacokinetics.; MAD Dose 1 - Placebo Control Group [PLACEBO_COMPARATOR]: Drug: placebo — Multiple ascending dose (MAD) phase. Subjects receive matching placebo to the treatment group.; MAD Dose 1- IBI3031A101 Treatment Group [EXPERIMENTAL]: Drug: IBI3031 — Multiple ascending dose (MAD) phase. Subjects receive repeated doses of IBI3031A101 to evaluate safety, tolerability and steady-state pharmacokinetics.; MAD Dose 3 - Placebo Control Group [PLACEBO_COMPARATOR]: Drug: placebo — Multiple ascending dose (MAD) phase. Subjects receive matching placebo to the treatment group.; SAD Dose 5 - IBI3031A101 Treatment Group [EXPERIMENTAL]: Drug: IBI3031 — Subjects receive single-dose IBI3031A101 at different dose levels to evaluate safety, tolerability and pharmacokinetics.; MAD Dose 2 - Placebo Control Group [PLACEBO_COMPARATOR]: Drug: placebo — Multiple ascending dose (MAD) phase. Subjects receive matching placebo to the treatment group.; SAD - Dose 1 - Placebo Control Group [PLACEBO_COMPARATOR]: Drug: placebo — Subjects receive matching placebo to the treatment group.; SAD Dose 3 - IBI3031A101 Treatment Group [EXPERIMENTAL]: Drug: IBI3031 — Subjects receive single-dose IBI3031A101 at different dose levels to evaluate safety, tolerability and pharmacokinetics.(at the same dose level as Arm 2 but via \[different route/method); SAD Dose 2 - IBI3031A101 Treatment Group [EXPERIMENTAL]: Drug: IBI3031 — Subjects receive single-dose IBI3031A101 at different dose levels to evaluate safety, tolerability and pharmacokinetics.; SAD Dose 5 - Placebo Control Group [PLACEBO_COMPARATOR]: Drug: placebo — Subjects receive matching placebo to the treatment group.; SAD Dose 3 - Placebo Control Group [PLACEBO_COMPARATOR]: Drug: placebo — Subjects receive matching placebo to the treatment group.; MAD Dose 3- IBI3031A101 Treatment Group [EXPERIMENTAL]: Drug: IBI3031 — Multiple ascending dose (MAD) phase. Subjects receive repeated doses of IBI3031A101 to evaluate safety, tolerability and steady-state pharmacokinetics.; SAD - Dose 2 - Placebo Control Group [PLACEBO_COMPARATOR]: Drug: placebo — Subjects receive matching placebo to the treatment group.; SAD Dose 1 - IBI3031A101 Treatment Group [EXPERIMENTAL]: Drug: IBI3031 — Subjects receive single-dose IBI3031A101 at different dose levels to evaluate safety, tolerability and pharmacokinetics.","IBI3031 [DRUG]: subcutaneous injection or intravenous infusion.; placebo [DRUG]: subcutaneous injection or intravenous infusion.; Arm SAD Dose 4 - Placebo Control Group: Subjects receive matching placebo to the treatment group.; Arm MAD Dose 2- IBI3031A101 Treatment Group: Multiple ascending dose (MAD) phase. Subjects receive repeated doses of IBI3031A101 to evaluate safety, tolerability and steady-state pharmacokinetics.; Arm SAD Dose 4 - IBI3031A101 Treatment Group: Subjects receive single-dose IBI3031A101 at different dose levels to evaluate safety, tolerability and pharmacokinetics.; Arm MAD Dose 1 - Placebo Control Group: Multiple ascending dose (MAD) phase. Subjects receive matching placebo to the treatment group.; Arm MAD Dose 1- IBI3031A101 Treatment Group: Multiple ascending dose (MAD) phase. Subjects receive repeated doses of IBI3031A101 to evaluate safety, tolerability and steady-state pharmacokinetics.; Arm MAD Dose 3 - Placebo Control Group: Multiple ascending dose (MAD) phase. Subjects receive matching placebo to the treatment group.; Arm SAD Dose 5 - IBI3031A101 Treatment Group: Subjects receive single-dose IBI3031A101 at different dose levels to evaluate safety, tolerability and pharmacokinetics.; Arm MAD Dose 2 - Placebo Control Group: Multiple ascending dose (MAD) phase. Subjects receive matching placebo to the treatment group.; Arm SAD - Dose 1 - Placebo Control Group: Subjects receive matching placebo to the treatment group.; Arm SAD Dose 3 - IBI3031A101 Treatment Group: Subjects receive single-dose IBI3031A101 at different dose levels to evaluate safety, tolerability and pharmacokinetics.(at the same dose level as Arm 2 but via \[different route/method); Arm SAD Dose 2 - IBI3031A101 Treatment Group: Subjects receive single-dose IBI3031A101 at different dose levels to evaluate safety, tolerability and pharmacokinetics.; Arm SAD Dose 5 - Placebo Control Group: Subjects receive matching placebo to the treatment group.; Arm SAD Dose 3 - Placebo Control Group: Subjects receive matching placebo to the treatment group.; Arm MAD Dose 3- IBI3031A101 Treatment Group: Multiple ascending dose (MAD) phase. Subjects receive repeated doses of IBI3031A101 to evaluate safety, tolerability and steady-state pharmacokinetics.; Arm SAD - Dose 2 - Placebo Control Group: Subjects receive matching placebo to the treatment group.; Arm SAD Dose 1 - IBI3031A101 Treatment Group: Subjects receive single-dose IBI3031A101 at different dose levels to evaluate safety, tolerability and pharmacokinetics.",Registry-defined; verify per protocol,SAD Dose 4 - Placebo Control Group; MAD Dose 1 - Placebo Control Group; MAD Dose 3 - Placebo Control Group; MAD Dose 2 - Placebo Control Group; SAD - Dose 1 - Placebo Control Group; SAD Dose 5 - Placebo Control Group; SAD Dose 3 - Placebo Control Group; SAD - Dose 2 - Placebo Control Group,"Number, incidence rate, severity, and association with the study drug of Adverse Events (AEs); Number, incidence rate, severity, and association with the study drug of Treatment-Emergent Adverse Events (TEAEs); Number, incidence rate, severity, and association with the study drug of Serious Adverse Events (SAEs); Change in systolic and diastolic blood pressure after dosing in each dose group(Unit of Measure: mmHg); Number of participants with clinically significant abnormal findings in complete physical examination(Unit of Measure: participants)",Area Under the Curve (AUC) of the serum concentration-time profile; Maximum Concentration (Cmax) of the drug in serum; Clearance (CL); Volume of Distribution (Vd); Elimination Half-life (t1/2),Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,NR (no result-linked publication URL identified at data cut),Official registry protocol,ClinicalTrials.gov; NCT07622368,official_registry_full_record,2026-09-10,named investigational disease-directed asset; comparator treatment does not determine asset class,IBI3031; placebo,RANDOMIZED,No,"NA (study not reported as terminated, withdrawn, or suspended)",Protocol identifies randomized allocation; no posted participant flow at data cut,No posted ClinicalTrials.gov results at frozen data cut,2026-09-10,2.0.0
NCT07720635,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07720635,KHN939,NR (no additional alias),"Beijing Kanghong Biological Medicine Co., Ltd.","Beijing Kanghong Biological Medicine Co., Ltd.",Active moderate-to-severe TED,Unknown—do not infer,PHASE3,NOT_YET_RECRUITING,2026-08,2027-04,China,Adults primary,active_moderate_severe,60,NR (randomized N not posted; enrollment not substituted),NA (no posted results at data cut),RANDOMIZED PARALLEL,QUADRUPLE,KHN939 20 mg/kg [EXPERIMENTAL]: Drug: KHN939 — 8 infusions of KHN939 q3W for a total of 21 weeks; Placebo [PLACEBO_COMPARATOR]: Drug: Placebo — 8 infusions of placebo q3W for a total of 21 weeks,KHN939 [DRUG]: Intravenous (IV) infusion: 20 mg/kg every 3 weeks (Q3W) for a total of 8 doses over 21 weeks; Placebo [DRUG]: Intravenous (IV) infusion: placebo every 3 weeks (Q3W) for a total of 8 doses over 21 weeks; Arm KHN939 20 mg/kg: 8 infusions of KHN939 q3W for a total of 21 weeks; Arm Placebo: 8 infusions of placebo q3W for a total of 21 weeks,Registry-defined; verify per protocol,Placebo,The proptosis responder rate of the study eye,Proptosis responder rate in the study eye; Overall responder rate in the study eye; Change from baseline in proptosis measurement of the study eye; Change in Quality of Life (GO-QoL) Scores; Change from baseline in Clinical Activity Score (CAS) in the study eye,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,NR (no result-linked publication URL identified at data cut),Official registry protocol,ClinicalTrials.gov; NCT07720635,official_registry_full_record,2026-09-10,named investigational disease-directed asset; comparator treatment does not determine asset class,KHN939; Placebo,RANDOMIZED,No,"NA (study not reported as terminated, withdrawn, or suspended)",Protocol identifies randomized allocation; no posted participant flow at data cut,No posted ClinicalTrials.gov results at frozen data cut,2026-09-10,2.0.0
NCT07753603,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07753603,Linsitinib,NR (no additional alias),"Sling Therapeutics, Inc.","Sling Therapeutics, Inc.",Active moderate-to-severe TED,IGF-1R-pathway kinase inhibition,PHASE3,RECRUITING,2026-08-04,2028-06-30,United States,Adults primary,active_moderate_severe,130,NR (randomized N not posted; enrollment not substituted),NA (no posted results at data cut),RANDOMIZED PARALLEL,QUADRUPLE,Double-mask Treatment Arm [EXPERIMENTAL]: Drug: linsitinib — Participants receive linsitinib 150 mg twice daily for 24 weeks.; Double-mask Placebo Arm [PLACEBO_COMPARATOR]: Drug: Placebo — Participants receive placebo 0 mg twice daily for 24 weeks.; Open-label Extension Treatment Arm [EXPERIMENTAL]: Drug: linsitinib — Proptosis non-responders/relapsed proptosis responders receive linsitinib 150 mg twice daily for 24 weeks.,linsitinib [DRUG]: 150 mg linsitinib is taken twice daily by mouth for 24 weeks; Placebo [DRUG]: 0 mg placebo taken twice daily by mouth for 24 weeks; Arm Double-mask Treatment Arm: Participants receive linsitinib 150 mg twice daily for 24 weeks.; Arm Double-mask Placebo Arm: Participants receive placebo 0 mg twice daily for 24 weeks.; Arm Open-label Extension Treatment Arm: Proptosis non-responders/relapsed proptosis responders receive linsitinib 150 mg twice daily for 24 weeks.,Registry-defined; verify per protocol,Double-mask Placebo Arm,Measure percentage of participants who are Proptosis Responders at Week 24,Mean change from Baseline in Proptosis to Week 24; Evaluate the effect of linsitinib 150 mg twice daily versus placebo on the overall responder rate at Week 24; Evaluate the effect of linsitinib 150 mg twice daily versus placebo on the mean change from Baseline to Week 24 in the GO-QoL questionnaire overall score.; Evaluate the effect of linsitinib 150 mg twice daily versus placebo on the percentage of participants with a CAS value of 0 or 1 at Week 24 in the primary study eye.,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,NR (no result-linked publication URL identified at data cut),Official registry protocol,ClinicalTrials.gov; NCT07753603,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial,linsitinib; Placebo,RANDOMIZED,No,"NA (study not reported as terminated, withdrawn, or suspended)",Protocol identifies randomized allocation; no posted participant flow at data cut,No posted ClinicalTrials.gov results at frozen data cut,2026-09-10,2.0.0
NCT07762105,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07762105,Statin; Methylprednisolone,Atorvastatin; methylprednisolone (IVMP),Banu Aji Dibyasakti,Banu Aji Dibyasakti,Active moderate-to-severe TED,Statin/pleiotropic anti-inflammatory; Glucocorticoid immunomodulation,PHASE1,NOT_YET_RECRUITING,2026-08-30,2027-07-30,Indonesia,Adults primary,active_moderate_severe,64,NR (randomized N not posted; enrollment not substituted),NA (no posted results at data cut),RANDOMIZED PARALLEL,DOUBLE,"Methylprednisolone only [ACTIVE_COMPARATOR]: Drug: methylprednisolone (IVMP) — Experimental group recieve methylprednisolone injection 500 mg per week for six weeks followed by methylprednisolone 250 mg per weeks for following six weeks; Methylprednisolone plus Atorvastatin [EXPERIMENTAL]: Drug: Atorvastatin, Drug: methylprednisolone (IVMP) — Experimental group recieve methylprednisolone injection 500 mg per week for six weeks followed by methylprednisolone 250 mg combined per week for following six weeks combined atorvastatin 20 mg per weeks for six months","Atorvastatin [DRUG]: Moderate-to-severe Graves' orbitopathy at a tertiary referral centre in Yogyakarta, Indonesia, will be allocated 1:1 to intravenous methylprednisolone (500 mg weekly for six weeks, then 250 mg weekly for six weeks) with oral atorvastatin 20 mg daily for 24 weeks.; methylprednisolone (IVMP) [DRUG]: Moderate-to-severe Graves' orbitopathy at a tertiary referral centre in Yogyakarta, Indonesia, will be allocated 1:1 to intravenous methylprednisolone (500 mg weekly for six weeks, then 250 mg weekly for six weeks); Arm Methylprednisolone only: Experimental group recieve methylprednisolone injection 500 mg per week for six weeks followed by methylprednisolone 250 mg per weeks for following six weeks; Arm Methylprednisolone plus Atorvastatin: Experimental group recieve methylprednisolone injection 500 mg per week for six weeks followed by methylprednisolone 250 mg combined per week for following six weeks combined atorvastatin 20 mg per weeks for six months",Registry-defined; verify per protocol,Methylprednisolone only,Individual rectus muscle diameters,"Composite ocular response; Clinical activity score; Exophthalmos, clinical; Exophthalmos, radiological; Vertical palpebral fissure height",Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,NR (no result-linked publication URL identified at data cut),Official registry protocol,ClinicalTrials.gov; NCT07762105,official_registry_full_record,2026-09-10,disease-directed standard-of-care or regimen-optimization trial,Atorvastatin; methylprednisolone (IVMP),RANDOMIZED,No,"NA (study not reported as terminated, withdrawn, or suspended)",Protocol identifies randomized allocation; no posted participant flow at data cut,No posted ClinicalTrials.gov results at frozen data cut,2026-09-10,2.0.0
NCT02059655,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT02059655,Bimatoprost,Trade Name Lumigan. MA number: EU/1/02/205/001-002. ATC Code: S01EE03,Cardiff University,Cardiff University,Chronic/inactive TED,Ophthalmic symptom-directed therapy,PHASE4,COMPLETED,2014-11,2016-03,United Kingdom,Adults primary,chronic_inactive,31,NR (randomized N not posted; enrollment not substituted),NA (no posted results at data cut),RANDOMIZED CROSSOVER,QUADRUPLE,Eye drop solution [PLACEBO_COMPARATOR]: Drug: Eye drop solution — Patients will receive 1 dose daily over 3 month period followed by 2 months washout period. Subsequently patient will cross over to the opposite treatment and continue further treatment for 3 month period.; Bimatoprost [ACTIVE_COMPARATOR]: Drug: Bimatoprost — 1 drop daily of Bimatoprost 0.03%. Patients will receive 1 dose daily over 3 month period followed by 2 months washout period. Subsequently patient will cross over to the opposite treatment and continue further treatment for 3 month period.,Eye drop solution [DRUG]: Artificial tear drops; Arm Eye drop solution: Patients will receive 1 dose daily over 3 month period followed by 2 months washout period. Subsequently patient will cross over to the opposite treatment and continue further treatment for 3 month period.; Arm Bimatoprost: 1 drop daily of Bimatoprost 0.03%. Patients will receive 1 dose daily over 3 month period followed by 2 months washout period. Subsequently patient will cross over to the opposite treatment and continue further treatment for 3 month period.,Registry-defined; verify per protocol,Eye drop solution; Bimatoprost,The primary endpoint of this study will be comparison of the change in ophthalmometry readings over the two 3 month treatment periods.,Change in quality of life scores on the TED quality of life questionnaire (GO-QOL); Intraocular pressures; Side effects; Health economic outcomes,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,NR (no result-linked publication URL identified at data cut),Official registry protocol,ClinicalTrials.gov; NCT02059655,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial,Bimatoprost; Eye drop solution,RANDOMIZED,No,"NA (study not reported as terminated, withdrawn, or suspended)",Protocol identifies randomized allocation; no posted participant flow at data cut,No posted ClinicalTrials.gov results at frozen data cut,2026-09-10,2.0.0
NCT02155049,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT02155049,Bimatoprost,"bimatoprost 0.03% | Lumigan (Allergan, Inc, Irvine, California)",Rabin Medical Center,Rabin Medical Center,Chronic/inactive TED,Ophthalmic symptom-directed therapy,PHASE3,COMPLETED,2014-11,2017-05,Israel,Adults primary,chronic_inactive,10,NA (not randomized),NA (no posted results at data cut),NA SINGLE_GROUP,NONE,Prostaglandin Analogues [EXPERIMENTAL]: Drug: bimatoprost 0.03% — The patients will receive a single daily drop of bimatoprost for six months.,bimatoprost 0.03% [DRUG]: The patients will receive a single daily drop of bimatoprost for six months.; Arm Prostaglandin Analogues: The patients will receive a single daily drop of bimatoprost for six months.,Registry-defined; verify per protocol,NA (no comparator arm identified),Bimatoprost effect on soft tissue amount and exophthalmos in inactive TED patients.,Number of participants with adverse events.,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,NR (no result-linked publication URL identified at data cut),Official registry protocol,ClinicalTrials.gov; NCT02155049,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial,bimatoprost 0.03%,NA,No,"NA (study not reported as terminated, withdrawn, or suspended)",Registry allocation=NA,No posted ClinicalTrials.gov results at frozen data cut,2026-09-10,2.0.0
