soc_id,region_code,region,disease,category,stage_activity,population,line_of_therapy,intervention,regimen_timing,treatment_goal,endpoint_semantics,outcome_interpretation,next_option_if_failure,major_risks,guideline_position,authorization_status_scope,reimbursement_access,source_ids,anchor_ids,evidence_tier,authority_scope,uncertainty,last_verified,data_cut,schema_version,notes
SOC-UK-GD-ADULT-ATD,UK,United Kingdom,GD,Adult ATD,Newly diagnosed or ongoing Graves’ hyperthyroidism,Adults,Initial or continued medical therapy,Carbimazole-based ATD; PTU in selected circumstances,"First-line choice로 12–18개월 carbimazole, titration 또는 block-and-replace; structured monitoring",우선 biochemical control; 적절한 환자에서는 ATD 중단 후 durable off-treatment remission 가능성 평가,"복용 중 정상화(on-treatment biochemical control), off-ATD normalization, durable off-treatment remission, relapse를 분리한다; ATD 반응을 cure로 표현하지 않는다.",NICE는 remission 가능성과 RAI/surgery suitability에 따라 ATD를 선택한다.,Persistent/relapsed hyperthyroidism이면 RAI 또는 surgery 고려,Agranulocytosis—발생 시 ATD를 중단하고 재시작하지 않음; hepatic and pregnancy risks,"NICE NG145 Recommendations 1.6.11, 1.6.22, 1.6.26",NA (표준 치료 modality; 단일 제품 authorization 판정 대상이 아님),unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요),739,UK-NICE-NG145-1.6.11; UK-NICE-NG145-1.6.22; UK-NICE-NG145-1.6.26,A2,NICE national clinical guideline,Individual NHS commissioning/prescribing detail은 본 행에서 별도 확정하지 않았다.,2026-09-11 (against frozen 2026-09-10 data cut),2026-09-10,2.0.0,NA (no additional notes)
SOC-UK-GD-ADULT-RAI,UK,United Kingdom,GD,Adult RAI,Graves’ hyperthyroidism selected for radioactive iodine,Adults; pregnancy/lactation and TED risk assessed separately,Initial definitive option or after ATD failure/preference,Radioactive iodine,적합한 adults에서 first-line definitive option; RAI 후 처음 6개월 6주 간격 biochemical monitoring 고려,"충분한 방사성요오드로 hyperthyroidism을 destructive control하고, 흔히 hypothyroidism 후 replacement로 안정화","RAI 후 euthyroidism, hypothyroidism, persistent hyperthyroidism, retreatment를 분리한다; ‘cure’ 용어가 있어도 autoimmune disease 소실이나 TED cure로 확장하지 않는다.",NICE의 ‘definitive treatment’ 용어를 autoimmune cure로 해석하지 않는다.,Persistent/relapsed disease에서 surgery 또는 repeat/alternative therapy,"Hypothyroidism, radiation precautions, pregnancy/TED restrictions",NICE NG145 Recommendations 1.6.10–1.6.12 및 1.7.1,NA (표준 치료 modality; 단일 제품 authorization 판정 대상이 아님),unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요),739,UK-NICE-NG145-1.6.10; UK-NICE-NG145-1.6.11; UK-NICE-NG145-1.6.12; UK-NICE-NG145-1.7.1,A2,NICE national clinical guideline,Radiation-regulation compliance와 patient-specific suitability가 필요하다.,2026-09-11 (against frozen 2026-09-10 data cut),2026-09-10,2.0.0,NA (no additional notes)
SOC-UK-GD-ADULT-THYROIDECTOMY,UK,United Kingdom,GD,Adult thyroidectomy,Graves’ hyperthyroidism selected for surgery,Adults,Initial definitive option or rescue/alternative,Total thyroidectomy,"Compression concern, suspected malignancy, 또는 RAI/ATD unsuitable이면 first-line definitive surgery",갑상선 제거를 통한 신속하고 definitive한 hyperthyroidism control; 이후 thyroid hormone replacement,수술에 의한 thyroid-source control과 autoimmune remission/TED outcome을 분리한다; 수술은 전신 자가면역의 ‘cure’와 동의어가 아니다.,thyroid-source control이며 lifelong replacement를 예상한다.,수술 부적합 시 RAI/ATD; residual disease는 specialist reassessment,"Hypoparathyroidism, recurrent laryngeal nerve injury, bleeding, anesthesia risk",NICE NG145 Recommendation 1.6.13,NA (표준 치료 modality; 단일 제품 authorization 판정 대상이 아님),unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요),739,UK-NICE-NG145-1.6.13,A2,NICE national clinical guideline,Surgical pathway access와 center expertise는 지역별 차이가 있을 수 있다.,2026-09-11 (against frozen 2026-09-10 data cut),2026-09-10,2.0.0,NA (no additional notes)
SOC-UK-GD-RELAPSE-REFRACTORY,UK,United Kingdom,GD,Relapsed/refractory GD,Persistent or recurrent hyperthyroidism after prior therapy,"Adults with relapse, persistent biochemical disease, intolerance, or poor control",Subsequent therapy,RAI or surgery after persistent/relapsed disease; individualized continued medical therapy,"ATD 후 persistent/relapsed hyperthyroidism이면 RAI 또는 surgery 고려; ATD 중단 후 8주 이내, 이후 1년간 3개월 간격 monitoring 고려",재발 또는 지속성 hyperthyroidism의 biochemical control 회복과 환자별 definitive strategy 선택,"ATD 중단 후 relapse, RAI 후 persistence, ATD intolerance/poor control을 서로 다른 failure state로 기록하며 단일 반응률로 합치지 않는다.",relapse detection과 definitive re-treatment를 연결하되 remission을 단기 정상화와 혼동하지 않는다.,"RAI, surgery, 또는 specialist-guided ATD strategy","Persistent thyrotoxicosis, repeated drug toxicity, procedural risks",NICE NG145 Recommendations 1.6.14 및 1.7.11,NA (표준 치료 modality; 단일 제품 authorization 판정 대상이 아님),unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요),739,UK-NICE-NG145-1.6.14; UK-NICE-NG145-1.7.11,A2,NICE national clinical guideline,‘Persistent’와 ‘relapsed’는 별도 상태로 유지한다.,2026-09-11 (against frozen 2026-09-10 data cut),2026-09-10,2.0.0,NA (no additional notes)
SOC-UK-GD-PEDIATRIC,UK,United Kingdom,GD,Pediatric GD,Pediatric Graves’ hyperthyroidism,Children and adolescents,Age- and context-specific initial or subsequent therapy,Carbimazole titration; prolonged ATD; selected definitive therapy via specialist pathway,"ATD 최소 2년 및 가능하면 연장; 2년마다 필요성 review; 중단 후 8주, 이후 3개월 간격 monitoring",성장·발달과 장기 안전성을 고려한 biochemical control 및 선택적 definitive control,"pediatric remission, prolonged ATD use, RAI age/dose restrictions, surgery를 adult endpoint와 분리한다.",adult 12–18개월 course와 달리 pediatric 장기 control을 우선한다.,Poor control/toxicity이면 pediatric endocrine/surgical/nuclear medicine specialist review,"Agranulocytosis, hepatic effects, growth/development, definitive-therapy risks","NICE NG145 Recommendations 1.6.18, 1.6.23, 1.7.12",NA (표준 치료 modality; 단일 제품 authorization 판정 대상이 아님),unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요),739,UK-NICE-NG145-1.6.18; UK-NICE-NG145-1.6.23; UK-NICE-NG145-1.7.12,A2,NICE national clinical guideline,Pediatric definitive-therapy 세부 기준은 specialist review가 필요하다.,2026-09-11 (against frozen 2026-09-10 data cut),2026-09-10,2.0.0,NA (no additional notes)
SOC-UK-GD-PREGNANCY,UK,United Kingdom,GD,GD in pregnancy,Pregnancy or pregnancy planning with Graves’ hyperthyroidism,Pregnant patients or patients planning pregnancy,Pregnancy-specific management,PTU when carbimazole is unsuitable in pregnancy context; carbimazole only after individualized benefit-risk assessment,NICE는 pregnant/trying within 6 months에서 PTU 고려; MHRA는 carbimazole을 lowest effective dose로만 개별 benefit-risk 평가 후 사용,모체 hyperthyroidism control과 fetal exposure/teratogenic risk 최소화,"maternal biochemical control, fetal/neonatal thyroid effect, congenital-malformation risk를 분리하며 nonpregnant remission endpoint를 대입하지 않는다.",first-trimester/high-dose carbimazole congenital-malformation risk를 명시적으로 분리한다.,Control 실패/약제 부적합이면 multidisciplinary specialist review와 trimester-appropriate surgery consideration,"Congenital malformations, particularly first trimester/high dose; PTU hepatotoxicity; uncontrolled maternal disease",NICE NG145 1.6.25 plus MHRA pregnancy safety advice,NA (표준 치료 modality; 단일 제품 authorization 판정 대상이 아님),unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요),739;740,UK-NICE-NG145-1.6.25; UK-MHRA-CARBIMAZOLE-PREGNANCY,A1/A2 safety+guideline,NICE guideline and MHRA official drug-safety advice,Lowest-effective-dose statement은 carbimazole pregnancy use에 한정한다.,2026-09-11 (against frozen 2026-09-10 data cut),2026-09-10,2.0.0,NA (no additional notes)
SOC-UK-GD-LACTATION,UK,United Kingdom,GD,GD in lactation,Lactation with Graves’ hyperthyroidism,Breastfeeding patients and infants,Lactation-specific management,MMI/carbimazole-oriented ATD; RAI avoided during breastfeeding,UK-specific citable lactation recommendation이 curated set에 없어 ETA Recommendations 42–43을 contextual guidance로 사용,모체 biochemical control을 유지하면서 infant drug/iodine exposure를 최소화,maternal control과 infant thyroid safety를 별도 endpoint로 취급한다; RAI는 breastfeeding과 별도 contraindication 맥락이다.,maternal control과 infant safety를 분리한다.,"Specialist review, drug/timing adjustment, definitive therapy after breastfeeding when appropriate","Infant exposure, maternal drug toxicity, RAI breast-milk exposure",ETA contextual recommendation; UK-specific position으로 과장하지 않음,NA (표준 치료 modality; 단일 제품 authorization 판정 대상이 아님),unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요),39,EU-ETA2018-R42; EU-ETA2018-R43,A2 contextual,European Thyroid Association context,UK-specific official lactation locator는 이번 curated set에서 unresolved이다.,2026-09-11 (against frozen 2026-09-10 data cut),2026-09-10,2.0.0,NA (no additional notes)
SOC-UK-GD-OLDER-ADULT,UK,United Kingdom,GD,GD in older adults,"Graves’ hyperthyroidism in older adults, with or without cardiac comorbidity",Older adults,Risk-adapted initial or definitive therapy,NICE adult pathway with comorbidity-adapted ATD/RAI/surgery,NICE adult selection 원칙 적용; cardiac-event-specific older-adult 근거는 ETA Recommendations 44–45로 보조,신속한 biochemical control과 atrial fibrillation/heart failure/ischemia 등 decompensation 위험 최소화,"age 자체와 comorbidity-driven risk를 분리하고, efficacy보다 안전성·안정성·adherence를 우선 해석한다.",frailty와 cardiac instability를 우선하여 modality를 선택한다.,Cardiac decompensation이면 definitive therapy 검토; mild stable disease와 high procedural risk이면 long-term ATD 고려,"AF, heart failure, ischemia, drug/procedural toxicity",NICE adult recommendations plus ETA older-adult context,NA (표준 치료 modality; 단일 제품 authorization 판정 대상이 아님),unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요),739;39,UK-NICE-NG145-1.6.10; UK-NICE-NG145-1.6.11; EU-ETA2018-R44; EU-ETA2018-R45,A2,NICE primary with ETA age-specific context,NICE curated anchors에는 별도 older-adult recommendation이 없어 국제 age-specific context를 명시했다.,2026-09-11 (against frozen 2026-09-10 data cut),2026-09-10,2.0.0,NA (no additional notes)
SOC-UK-TED-MILD-ACTIVE,UK,United Kingdom,TED,Mild active TED,Mild active TED,Adults with mild active TED; pediatric and pregnancy evidence separate,Initial supportive/local management,"Local care, risk-factor control, and selected selenium",EUGOGO/ATA-ETA international recommendations applied through UK specialist care,"ocular-surface 증상, risk factors, QoL 및 progression risk 관리","symptom/QoL improvement, activity change, progression prevention을 proptosis response나 durable remission과 합치지 않는다.",mild active TED supportive management이며 UK-specific NICE TED treatment guideline로 오인하지 않는다.,Progression이면 specialist activity/severity reassessment,"Progression, selenium excess, delayed referral",EUGOGO Recommendation 7 and ATA/ETA KP6.1.1 contextual,NA (표준 치료 modality; 단일 제품 authorization 판정 대상이 아님),unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요),135;139,EU-EUGOGO2021-R7; INT-ATA-ETA2022-KP6.1.1,A2 contextual,International society guidance,Curated source set에 UK-specific mild-TED guideline anchor가 없다.,2026-09-11 (against frozen 2026-09-10 data cut),2026-09-10,2.0.0,NA (no additional notes)
SOC-UK-TED-ACTIVE-MODERATE-SEVERE,UK,United Kingdom,TED,Active moderate-to-severe TED,Active moderate-to-severe TED without immediate sight threat,Adults,Initial systemic/phenotype-directed therapy,"IVGC±mycophenolate, phenotype-directed RT or targeted therapy",EUGOGO 4.5 g IVMP+mycophenolate regimen 및 ATA/ETA phenotype framework,"inflammation, proptosis, diplopia, motility 및 QoL 중 predominant phenotype에 맞춘 개선","CAS/activity, proptosis, diplopia, composite response, QoL을 별도 endpoint로 유지하고 서로 대체하거나 cross-trial ranking하지 않는다.",international society pathway를 UK access 현실과 분리한다.,Poor response이면 EUGOGO second-line options; access에 따라 specialist selection,"Immunosuppression, hepatic/metabolic risk, modality-specific adverse effects",EUGOGO/ATA-ETA recommendations,NA (표준 치료 modality; 단일 제품 authorization 판정 대상이 아님),unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요),135;139,EU-EUGOGO2021-R22; EU-EUGOGO2021-FIRSTLINE-IVMP-MMF-REGIMEN; EU-EUGOGO2021-R24; INT-ATA-ETA2022-KP7.1.1.1; INT-ATA-ETA2022-KP7.1.3.1; INT-ATA-ETA2022-KP7.2.1,A2 contextual,International society guidance,UK commissioning/access가 guideline preference를 자동 보장하지 않는다.,2026-09-11 (against frozen 2026-09-10 data cut),2026-09-10,2.0.0,NA (no additional notes)
SOC-UK-TED-TEPEZZA,UK,United Kingdom,TED,Tepezza,Label- and jurisdiction-defined TED population,Adults unless the jurisdictional label states otherwise,Jurisdiction- and phenotype-dependent targeted therapy,Teprotumumab (Tepezza),10 mg/kg initial then 20 mg/kg every 3 weeks for 7 additional doses (8 total),"IGF-1R pathway-directed TED control; endpoint는 trial/label별 proptosis, diplopia, activity, QoL로 제한","authorization scope는 efficacy magnitude, reimbursement, line-of-therapy preference와 동일하지 않다; 서로 다른 trial endpoint를 단일 순위로 합치지 않는다.",MHRA approval과 SmPC indication은 adults with moderate-to-severe TED; NHS access는 NICE final guidance가 아님.,불충분 반응 시 specialist-guided EUGOGO/ATA-ETA alternatives,"Pregnancy contraindicated; hearing, hyperglycemia, IBD, infusion and other label risks; under-18 safety/efficacy not established",Licensed in UK; NICE draft recommendations는 final guidance가 아니며 may change,MHRA approved on 2025-05-07 for adults with moderate-to-severe TED,unresolved for NHS access; NICE appraisal status in progress at the cutoff,731;732;733;734,UK-MHRA-TEPEZZA-APPROVAL; UK-SMPC-TEPEZZA-INDICATION; UK-SMPC-TEPEZZA-DOSE; UK-SMPC-TEPEZZA-PREGNANCY; UK-SMPC-TEPEZZA-PEDIATRIC; UK-NICE-TEPEZZA-EXPECTED-DATE-TBC; UK-NICE-TEPEZZA-IN-PROGRESS; UK-NICE-TEPEZZA-PROVISIONAL-SCHEDULE; UK-NICE-TEPEZZA-DRAFT-NOT-FINAL,A1+R1,MHRA/SmPC authorization plus NICE appraisal-status records,Expected publication date is TBC; prior 08 October 2026 search-result date and the provisional schedule are not treated as final guidance timing.,2026-09-11 (against frozen 2026-09-10 data cut),2026-09-10,2.0.0,Disclosed conclusion-neutral Severity 3 timing/index discrepancy; conclusion remains NHS access unresolved.
SOC-UK-TED-LUMVOA,UK,United Kingdom,TED,Lumvoa,Label- or jurisdiction-status-defined TED population,Adults unless an official label states otherwise,Jurisdiction-dependent targeted therapy,Veligrotug-vvze (Lumvoa),NA (no UK-authorized regimen verified at the frozen cut),IGF-1R pathway-directed TED control; 승인된 범위 밖에서는 R&D potential과 access를 분리,"U.S. label indication, trial efficacy endpoints, non-U.S. authorization, reimbursement를 각각 분리하며 negative search를 비승인 근거로 쓰지 않는다.",U.S. approval is not transposed to UK authorization/access.,UK-authorized TED pathways or clinical-trial eligibility,No UK label verified; U.S. class risks cannot be presented as UK product labeling,No post-2026 UK guideline positioning verified,unresolved (no relevant official UK product or appraisal record identified; this does not prove non-authorization),unresolved,749,NA (source 749 query-level search record has no citable text block),R1,Documented official-portal search record only,Negative search is not evidence of absence.,2026-09-11 (against frozen 2026-09-10 data cut),2026-09-10,2.0.0,NA (no additional notes)
SOC-UK-TED-DON,UK,United Kingdom,TED,Dysthyroid optic neuropathy (DON),Sight-threatening TED / compressive DON,Patients with threatened visual function,Emergency treatment,Urgent IVGC and early orbital decompression,EUGOGO/ATA-ETA emergency regimen and 1–2 week escalation window,visual function을 신속히 회복·보존하고 irreversible optic-nerve injury 방지,"visual acuity, color vision, visual field, RAPD 및 decompression 필요성을 중심으로 평가하며 일반 TED composite response로 대체하지 않는다.",vision rescue takes precedence over routine commissioning sequence.,Urgent decompression if poor response,"Irreversible vision loss, IVGC and surgical toxicity",International EUGOGO/ATA-ETA recommendations,NA (표준 치료 modality; 단일 제품 authorization 판정 대상이 아님),unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요),135;139,EU-EUGOGO2021-R26; INT-ATA-ETA2022-KP8.1.1; INT-ATA-ETA2022-KP8.3.1,A2 contextual,International society guidance,Emergency local pathway details not audited.,2026-09-11 (against frozen 2026-09-10 data cut),2026-09-10,2.0.0,NA (no additional notes)
SOC-UK-TED-CHRONIC-INACTIVE,UK,United Kingdom,TED,Chronic/inactive TED,Inactive/chronic TED with stable residual sequelae,Patients with inactive disease and functional/cosmetic sequelae,Rehabilitative phase,Staged rehabilitative surgery,"Inactive/euthyroid 상태에서 decompression, strabismus, eyelid surgery 순차 고려","stable residual proptosis, strabismus/diplopia, eyelid abnormality 및 exposure를 단계적 수술로 교정",inflammatory inactivation과 rehabilitative functional/cosmetic outcome을 분리한다; inactive는 반드시 symptom-free 또는 cured를 뜻하지 않는다.,residual deficit correction이며 inflammatory cure가 아니다.,Activity 재평가 또는 next staged procedure,"Surgical complications, timing-related recurrence/instability",ATA/ETA consensus and EUGOGO,NA (표준 치료 modality; 단일 제품 authorization 판정 대상이 아님),unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요),135;139,EU-EUGOGO2021-INACTIVE-SURGERY; INT-ATA-ETA2022-KP7.3.1.2; INT-ATA-ETA2022-KP7.3.4.1,A2 contextual,International society guidance,UK-specific surgical commissioning details unresolved.,2026-09-11 (against frozen 2026-09-10 data cut),2026-09-10,2.0.0,NA (no additional notes)
SOC-UK-TED-RELAPSED-REFRACTORY,UK,United Kingdom,TED,Relapsed/refractory TED,"Persistent active, inadequately responsive, relapsed, or recurrent TED","Patients after inadequate response, intolerance, flare, or recurrence",Second or later line,Reassessment and EUGOGO/ATA-ETA second-line options,"Second IVMP course, combination immunosuppression, RT, targeted therapy, or surgery after careful reassessment",잔존 activity/phenotype에 맞춘 재평가와 rescue 또는 modality switch,"primary nonresponse, partial response, flare during taper, post-treatment relapse, chronic residual deficit을 구분하며 서로 다른 연구의 response rate를 단순 비교하지 않는다.",option list is not efficacy ranking and access may constrain choice.,DON or inactive-surgery pathway according to state,Cumulative immunosuppression and modality-specific toxicity,EUGOGO Recommendation 24 plus ATA/ETA failure key points,NA (표준 치료 modality; 단일 제품 authorization 판정 대상이 아님),unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요),135;139,EU-EUGOGO2021-R24; INT-ATA-ETA2022-KP7.1.1.3; INT-ATA-ETA2022-KP7.1.2.1,A2 contextual,International society guidance,UK-specific access/sequencing unresolved.,2026-09-11 (against frozen 2026-09-10 data cut),2026-09-10,2.0.0,NA (no additional notes)
SOC-KR-GD-ADULT-ATD,KR,South Korea,GD,Adult ATD,Newly diagnosed or ongoing Graves’ hyperthyroidism,Adults,Initial or continued medical therapy,Methimazole-based ATD; individualized alternatives,Curated Korean source는 RAI-focused guideline이므로 adult ATD duration은 ETA 12–18개월/TRAb framework를 international context로 사용,우선 biochemical control; 적절한 환자에서는 ATD 중단 후 durable off-treatment remission 가능성 평가,"복용 중 정상화(on-treatment biochemical control), off-ATD normalization, durable off-treatment remission, relapse를 분리한다; ATD 반응을 cure로 표현하지 않는다.",Korean national ATD pathway로 과장하지 않고 biochemical control과 off-treatment remission을 분리한다.,Relapse/poor control/adverse event이면 RAI 또는 thyroidectomy suitability 평가,"Agranulocytosis, hepatic toxicity, pregnancy-specific fetal risk","ETA Recommendation 5, 7–9를 context로 사용; Korean RAI guideline은 RAI 선택 사유를 제공",NA (표준 치료 modality; 단일 제품 authorization 판정 대상이 아님),unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요),39;28,EU-ETA2018-R5; EU-ETA2018-R7; EU-ETA2018-R8; EU-ETA2018-R9; KR-KTA2025-RAI-R1.1.2; KR-KTA2025-RAI-R1.1.3; KR-KTA2025-RAI-R1.1.4,A2 contextual+national RAI,ETA context plus Korean Thyroid Association RAI guideline,Full Korean GD ATD guideline was not among the curated exact-anchor sources.,2026-09-11 (against frozen 2026-09-10 data cut),2026-09-10,2.0.0,NA (no additional notes)
SOC-KR-GD-ADULT-RAI,KR,South Korea,GD,Adult RAI,Graves’ hyperthyroidism selected for radioactive iodine,Adults; pregnancy/lactation and TED risk assessed separately,Initial definitive option or after ATD failure/preference,Radioactive iodine,"Fixed 10–15 mCi; ATD 3–7일 전 중단, high-risk에서 3–7일 후 재개 고려; 4–6주 내 initial test 및 이후 structured monitoring","충분한 방사성요오드로 hyperthyroidism을 destructive control하고, 흔히 hypothyroidism 후 replacement로 안정화","RAI 후 euthyroidism, hypothyroidism, persistent hyperthyroidism, retreatment를 분리한다; ‘cure’ 용어가 있어도 autoimmune disease 소실이나 TED cure로 확장하지 않는다.",hypothyroidism 유도를 통한 control이며 RAI guideline의 ‘cure’ 표현을 durable autoimmune remission과 동일시하지 않는다.,"Poor response/persistence이면 repeat RAI, surgery, 또는 ATD; high-risk TED에서는 RAI 회피/대체","Hypothyroidism, transient hormone rise, TED progression, radiation/reproductive restrictions",2025 KTA RAI Recommendations 1–6,NA (표준 치료 modality; 단일 제품 authorization 판정 대상이 아님),unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요),28,KR-KTA2025-RAI-R1.1.1; KR-KTA2025-RAI-R1.1.2; KR-KTA2025-RAI-R1.1.3; KR-KTA2025-RAI-R1.1.4; KR-KTA2025-RAI-R1.2.1; KR-KTA2025-RAI-R1.2.2; KR-KTA2025-RAI-R1.2.3; KR-KTA2025-RAI-R1.3.1; KR-KTA2025-RAI-R1.3.2; KR-KTA2025-RAI-R1.3.3; KR-KTA2025-RAI-R2.1; KR-KTA2025-RAI-R4.1; KR-KTA2025-RAI-R4.2; KR-KTA2025-RAI-R6.1; KR-KTA2025-RAI-R6.2; KR-KTA2025-RAI-R6.3; KR-KTA2025-RAI-R6.4; KR-KTA2025-RAI-R5.3-NARRATIVE; KR-KTA2025-RAI-R5.3-TABLE,A2,Korean Thyroid Association evidence-graded RAI guideline,"Recommendation 5.3 narrative says prophylaxis may be considered, while Table 3 says recommended for inactive moderate-to-severe TED with risk factors.",2026-09-11 (against frozen 2026-09-10 data cut),2026-09-10,2.0.0,Disclosed conclusion-neutral Severity 3 wording discrepancy; both exact anchors retained without harmonization.
SOC-KR-GD-ADULT-THYROIDECTOMY,KR,South Korea,GD,Adult thyroidectomy,Graves’ hyperthyroidism selected for surgery,Adults,Initial definitive option or rescue/alternative,Total thyroidectomy via experienced surgeon,RAI inappropriate/poor-control context에서 surgery 고려; total procedure choice는 ETA context,갑상선 제거를 통한 신속하고 definitive한 hyperthyroidism control; 이후 thyroid hormone replacement,수술에 의한 thyroid-source control과 autoimmune remission/TED outcome을 분리한다; 수술은 전신 자가면역의 ‘cure’와 동의어가 아니다.,definitive thyroid-source control이며 TED/autoimmunity cure와 분리한다.,수술 부적합이면 ATD/RAI; active moderate-to-severe TED에서는 thyroid control modality를 TED risk와 함께 선택,"Hypoparathyroidism, recurrent laryngeal nerve injury, bleeding, anesthesia risk",KTA RAI contraindication/selection framework plus ETA total-thyroidectomy context,NA (표준 치료 modality; 단일 제품 authorization 판정 대상이 아님),unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요),28;39,KR-KTA2025-RAI-R1.3.2; KR-KTA2025-RAI-R1.3.3; EU-ETA2018-R24,A2 contextual,KTA national RAI guideline plus ETA procedure context,Korean surgery-specific guideline anchor는 curated set에 없어 procedure detail은 국제 context이다.,2026-09-11 (against frozen 2026-09-10 data cut),2026-09-10,2.0.0,NA (no additional notes)
SOC-KR-GD-RELAPSE-REFRACTORY,KR,South Korea,GD,Relapsed/refractory GD,Persistent or recurrent hyperthyroidism after prior therapy,"Adults with relapse, persistent biochemical disease, intolerance, or poor control",Subsequent therapy,RAI after ATD relapse/poor control; surgery or long-term ATD according to context,ATD remission 후 recurrence 또는 적절한 ATD에도 poor control이면 RAI를 고려; ETA relapse pathway 보조,재발 또는 지속성 hyperthyroidism의 biochemical control 회복과 환자별 definitive strategy 선택,"ATD 중단 후 relapse, RAI 후 persistence, ATD intolerance/poor control을 서로 다른 failure state로 기록하며 단일 반응률로 합치지 않는다.",ATD relapse와 control failure를 별도 indication으로 유지한다.,"RAI, surgery, or individualized long-term ATD","Persistent thyrotoxicosis, ATD toxicity, TED/procedural risk",KTA RAI Recommendations 1.1.3–1.1.4 plus ETA Recommendation 13,NA (표준 치료 modality; 단일 제품 authorization 판정 대상이 아님),unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요),28;39,KR-KTA2025-RAI-R1.1.3; KR-KTA2025-RAI-R1.1.4; EU-ETA2018-R13,A2,KTA national RAI guideline plus ETA relapse context,Korean relapse sequencing beyond RAI selection was not fully curated.,2026-09-11 (against frozen 2026-09-10 data cut),2026-09-10,2.0.0,NA (no additional notes)
SOC-KR-GD-PEDIATRIC,KR,South Korea,GD,Pediatric GD,Pediatric Graves’ hyperthyroidism,Children and adolescents,Age- and context-specific initial or subsequent therapy,Long-term MMI-based medical therapy; specialist definitive therapy,Korean pediatric-specific exact anchor 부재; ETA pediatric recommendations와 corrected ATA R58을 international context로 사용,성장·발달과 장기 안전성을 고려한 biochemical control 및 선택적 definitive control,"pediatric remission, prolonged ATD use, RAI age/dose restrictions, surgery를 adult endpoint와 분리한다.",adult pathway를 그대로 적용하지 않는다.,Specialist RAI/surgery assessment when prolonged ATD fails or is not tolerated,"Growth/development, ATD toxicity, age-specific RAI and surgery risks",International ETA/ATA pediatric guidance only in this curated set,NA (표준 치료 modality; 단일 제품 authorization 판정 대상이 아님),unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요),39;744,EU-ETA2018-R47; EU-ETA2018-R48; US-ATA2017-R58-CORRECTED,A2 contextual,International society guidance,"Korean pediatric GD national recommendation remains a source gap, not evidence of absence.",2026-09-11 (against frozen 2026-09-10 data cut),2026-09-10,2.0.0,NA (no additional notes)
