source_id,canonical_id_status,title,issuer_or_journal,publication_or_event_date,year,url,doi,registry_id,source_type,evidence_tier,access_depth,exact_locator_availability,locator,last_verified,r_and_d_implication,reference_text,data_cut,schema_version
81,preserved_v1+scholarly,Insulin-like growth factor-1 enhances the expression of functional TSH receptor in orbital fibroblasts from thyroid-associated ophthalmopathy,Immunobiology,2020,2020,https://doi.org/10.1016/j.imbio.2019.151902,10.1016/j.imbio.2019.151902,NA (no registry ID),non-rct in vitro,B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_1588404a0448,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Insulin-like growth factor-1 enhances the expression of functional TSH receptor in orbital fibroblasts from thyroid-associated ophthalmopathy (2020). Immunobiology. https://doi.org/10.1016/j.imbio.2019.151902,2026-09-10,2.0.0
82,preserved_v1+scholarly,Unravelling the pathogenic mechanisms in Graves’ orbitopathy,European Thyroid Journal,2025,2025,https://doi.org/10.1530/etj-25-0200,10.1530/etj-25-0200,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_f78c2ee9e7e1,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Unravelling the pathogenic mechanisms in Graves’ orbitopathy (2025). European Thyroid Journal. https://doi.org/10.1530/etj-25-0200,2026-09-10,2.0.0
83,preserved_v1+scholarly,Comparison of orbital fibroblasts from Graves’ ophthalmopathy and healthy control,Heliyon,2024,2024,https://doi.org/10.1016/j.heliyon.2024.e28397,10.1016/j.heliyon.2024.e28397,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_53112f5d9480,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Comparison of orbital fibroblasts from Graves’ ophthalmopathy and healthy control (2024). Heliyon. https://doi.org/10.1016/j.heliyon.2024.e28397,2026-09-10,2.0.0
84,preserved_v1+scholarly,A review of TSHR- and IGF-1R-related pathogenesis and treatment of Graves’ orbitopathy,Frontiers in Immunology,2023,2023,https://doi.org/10.3389/fimmu.2023.1062045,10.3389/fimmu.2023.1062045,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_e3ebad1ab6b6,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",A review of TSHR- and IGF-1R-related pathogenesis and treatment of Graves’ orbitopathy (2023). Frontiers in Immunology. https://doi.org/10.3389/fimmu.2023.1062045,2026-09-10,2.0.0
85,preserved_v1+scholarly,"A Multicenter, Single-Blind, Case-Control, Immunohistochemical Study of Orbital Tissue in Thyroid Eye Disease",NA (journal unavailable),2022,2022,https://doi.org/10.1089/thy.2022.0173,10.1089/thy.2022.0173,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_23b51bda8a13,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.","A Multicenter, Single-Blind, Case-Control, Immunohistochemical Study of Orbital Tissue in Thyroid Eye Disease (2022). . https://doi.org/10.1089/thy.2022.0173",2026-09-10,2.0.0
86,preserved_v1+scholarly,A stimulatory TSH receptor antibody enhances adipogenesis via phosphoinositide 3-kinase activation in orbital preadipocytes from patients with Graves' ophthalmopathy,Journal of Molecular Endocrinology,2011,2011,https://doi.org/10.1530/jme-11-0006,10.1530/jme-11-0006,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_d4839cdcebce,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",A stimulatory TSH receptor antibody enhances adipogenesis via phosphoinositide 3-kinase activation in orbital preadipocytes from patients with Graves' ophthalmopathy (2011). Journal of Molecular Endocrinology. https://doi.org/10.1530/jme-11-0006,2026-09-10,2.0.0
87,preserved_v1+scholarly,Orbital Signaling in Graves’ Orbitopathy,Frontiers in Endocrinology,2021,2021,https://doi.org/10.3389/fendo.2021.739994,10.3389/fendo.2021.739994,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_64ad2342ab36,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Orbital Signaling in Graves’ Orbitopathy (2021). Frontiers in Endocrinology. https://doi.org/10.3389/fendo.2021.739994,2026-09-10,2.0.0
88,preserved_v1+scholarly,Immunohistochemical analysis of human orbital tissue in Graves’ orbitopathy,NA (journal unavailable),2019,2019,https://link.springer.com/article/10.1007/s40618-019-01116-4,10.1007/s40618-019-01116-4,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_b931dcec2908,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Immunohistochemical analysis of human orbital tissue in Graves’ orbitopathy (2019). . https://link.springer.com/article/10.1007/s40618-019-01116-4,2026-09-10,2.0.0
89,preserved_v1+scholarly,Markers of Inflammation and Fibrosis in the Orbital Fat/Connective Tissue of Patients with Graves’ Orbitopathy: Clinical Implications,Mediators of Inflammation,2014,2014,https://doi.org/10.1155/2014/412158,10.1155/2014/412158,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_4545cbdb0ab2,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Markers of Inflammation and Fibrosis in the Orbital Fat/Connective Tissue of Patients with Graves’ Orbitopathy: Clinical Implications (2014). Mediators of Inflammation. https://doi.org/10.1155/2014/412158,2026-09-10,2.0.0
90,preserved_v1+scholarly,T cells and fibroblasts in affected extraocular muscles in early and late thyroid associated ophthalmopathy,British Journal of Ophthalmology,2000,2000,https://doi.org/10.1136/bjo.84.5.517,10.1136/bjo.84.5.517,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_82d736439d49,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",T cells and fibroblasts in affected extraocular muscles in early and late thyroid associated ophthalmopathy (2000). British Journal of Ophthalmology. https://doi.org/10.1136/bjo.84.5.517,2026-09-10,2.0.0
91,preserved_v1+scholarly,"Epidemiology, Natural History, Risk Factors, and Prevention of Graves’ Orbitopathy",Frontiers in Endocrinology,2020,2020,https://doi.org/10.3389/fendo.2020.615993,10.3389/fendo.2020.615993,NA (no registry ID),literature review,B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_2bcfa50108e4,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.","Epidemiology, Natural History, Risk Factors, and Prevention of Graves’ Orbitopathy (2020). Frontiers in Endocrinology. https://doi.org/10.3389/fendo.2020.615993",2026-09-10,2.0.0
92,preserved_v1+scholarly,Graves' Ophthalmopathy: Epidemiology and Natural History,Internal Medicine,2014,2014,https://doi.org/10.2169/internalmedicine.53.1518,10.2169/internalmedicine.53.1518,NA (no registry ID),literature review,B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_314fd75b1fea,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Graves' Ophthalmopathy: Epidemiology and Natural History (2014). Internal Medicine. https://doi.org/10.2169/internalmedicine.53.1518,2026-09-10,2.0.0
93,preserved_v1+scholarly,Risk factors and outcomes of Graves’ orbitopathy after radioactive iodine therapy,Endocrine,2025,2025,https://doi.org/10.1007/s12020-025-04350-4,10.1007/s12020-025-04350-4,NA (no registry ID),cohort study,B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_54c648420666,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Risk factors and outcomes of Graves’ orbitopathy after radioactive iodine therapy (2025). Endocrine. https://doi.org/10.1007/s12020-025-04350-4,2026-09-10,2.0.0
94,preserved_v1+scholarly,Current concepts regarding Graves’ orbitopathy,Journal of Internal Medicine,2022,2022,https://doi.org/10.1111/joim.13524,10.1111/joim.13524,NA (no registry ID),systematic review,B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_7781bc20a80a,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Current concepts regarding Graves’ orbitopathy (2022). Journal of Internal Medicine. https://doi.org/10.1111/joim.13524,2026-09-10,2.0.0
95,preserved_v1+scholarly,Radioactive iodine treatment for Graves’ hyperthyroidism: incidence of Graves orbitopathy,Nuclear Medicine Communications,2023,2023,https://doi.org/10.1097/mnm.0000000000001791,10.1097/mnm.0000000000001791,NA (no registry ID),other,B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_9a38ee2026c2,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Radioactive iodine treatment for Graves’ hyperthyroidism: incidence of Graves orbitopathy (2023). Nuclear Medicine Communications. https://doi.org/10.1097/mnm.0000000000001791,2026-09-10,2.0.0
96,preserved_v1+scholarly,Risk Factors for Developing Thyroid-Associated Ophthalmopathy Among Individuals With Graves Disease,JAMA Ophthalmology,2015,2015,https://doi.org/10.1001/jamaophthalmol.2014.5103,10.1001/jamaophthalmol.2014.5103,NA (no registry ID),cohort study,B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_2f9915ee9cb1,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Risk Factors for Developing Thyroid-Associated Ophthalmopathy Among Individuals With Graves Disease (2015). JAMA Ophthalmology. https://doi.org/10.1001/jamaophthalmol.2014.5103,2026-09-10,2.0.0
97,preserved_v1+scholarly,Low risk of thyroid eye disease (TED) following radioiodine (RAI) therapy in a multidisciplinary setting: a retrospective cohort study,Thyroid Research,2025,2025,https://doi.org/10.1186/s13044-025-00259-2,10.1186/s13044-025-00259-2,NA (no registry ID),cohort study,B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_186aad8ae34b,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Low risk of thyroid eye disease (TED) following radioiodine (RAI) therapy in a multidisciplinary setting: a retrospective cohort study (2025). Thyroid Research. https://doi.org/10.1186/s13044-025-00259-2,2026-09-10,2.0.0
98,preserved_v1+scholarly,"Influence of biological sex, age and smoking on Graves’ orbitopathy – a ten-year tertiary referral center analysis",Frontiers in Endocrinology,2023,2023,https://doi.org/10.3389/fendo.2023.1160172,10.3389/fendo.2023.1160172,NA (no registry ID),cross-sectional study,B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_c7c83594d3d1,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.","Influence of biological sex, age and smoking on Graves’ orbitopathy – a ten-year tertiary referral center analysis (2023). Frontiers in Endocrinology. https://doi.org/10.3389/fendo.2023.1160172",2026-09-10,2.0.0
99,preserved_v1+scholarly,"Serial TSH-receptor antibody levels to guide the management of thyroid eye disease: the impact of smoking, immunosuppression, radio-iodine, and thyroidectomy",Eye,2018,2018,https://doi.org/10.1038/s41433-018-0242-9,10.1038/s41433-018-0242-9,NA (no registry ID),other,B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_23ab855d0c86,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.","Serial TSH-receptor antibody levels to guide the management of thyroid eye disease: the impact of smoking, immunosuppression, radio-iodine, and thyroidectomy (2018). Eye. https://doi.org/10.1038/s41433-018-0242-9",2026-09-10,2.0.0
100,preserved_v1+scholarly,Prevalence of thyroid eye disease in Graves’ disease: A meta-analysis and systematic review,Clinical Endocrinology,2020,2020,https://doi.org/10.1111/cen.14296,10.1111/cen.14296,NA (no registry ID),meta-analysis,B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_242b86f26ac3,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Prevalence of thyroid eye disease in Graves’ disease: A meta-analysis and systematic review (2020). Clinical Endocrinology. https://doi.org/10.1111/cen.14296,2026-09-10,2.0.0
101,preserved_v1+scholarly,"Thyroid Eye Disease: Epidemiology, Natural History, and Risk Factors",Ophthalmic Plastic & Reconstructive Surgery,2023,2023,https://doi.org/10.1097/iop.0000000000002467,10.1097/iop.0000000000002467,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_d57327b19cb5,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.","Thyroid Eye Disease: Epidemiology, Natural History, and Risk Factors (2023). Ophthalmic Plastic & Reconstructive Surgery. https://doi.org/10.1097/iop.0000000000002467",2026-09-10,2.0.0
102,preserved_v1+scholarly,Prevalence and Natural History of Graves' Orbitopathy in a Large Series of Patients With Newly Diagnosed Graves' Hyperthyroidism Seen at a Single Center,NA (journal unavailable),2013,2013,https://doi.org/10.1210/jc.2012-3873,10.1210/jc.2012-3873,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_929f61a67d2b,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Prevalence and Natural History of Graves' Orbitopathy in a Large Series of Patients With Newly Diagnosed Graves' Hyperthyroidism Seen at a Single Center (2013). . https://doi.org/10.1210/jc.2012-3873,2026-09-10,2.0.0
103,preserved_v1+scholarly,"The Epidemiology of Thyroid Eye Disease in Olmsted County, Minnesota, 2005–2020",Thyroid®,2024,2024,https://doi.org/10.1089/thy.2024.0304,10.1089/thy.2024.0304,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_1fc1615e38ea,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.","The Epidemiology of Thyroid Eye Disease in Olmsted County, Minnesota, 2005–2020 (2024). Thyroid®. https://doi.org/10.1089/thy.2024.0304",2026-09-10,2.0.0
104,preserved_v1+scholarly,Current Understanding of the Progression and Management of Thyroid Associated Orbitopathy: A Systematic Review,Ophthalmology and Therapy,2019,2019,https://doi.org/10.1007/s40123-019-00226-9,10.1007/s40123-019-00226-9,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_6e126b8d4774,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Current Understanding of the Progression and Management of Thyroid Associated Orbitopathy: A Systematic Review (2019). Ophthalmology and Therapy. https://doi.org/10.1007/s40123-019-00226-9,2026-09-10,2.0.0
105,preserved_v1+scholarly,Natural history of thyroid associated ophthalmopathy,Clinical Endocrinology,1995,1995,https://doi.org/10.1111/j.1365-2265.1995.tb02597.x,10.1111/j.1365-2265.1995.tb02597.x,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_79846092b89e,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Natural history of thyroid associated ophthalmopathy (1995). Clinical Endocrinology. https://doi.org/10.1111/j.1365-2265.1995.tb02597.x,2026-09-10,2.0.0
106,preserved_v1+scholarly,Risk Factors for Development or Deterioration of Graves' Ophthalmopathy,Thyroid,2010,2010,https://doi.org/10.1089/thy.2010.1634,10.1089/thy.2010.1634,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_62c48c6d2b30,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Risk Factors for Development or Deterioration of Graves' Ophthalmopathy (2010). Thyroid. https://doi.org/10.1089/thy.2010.1634,2026-09-10,2.0.0
107,preserved_v1+scholarly,Thyroid eye disease,NA (journal unavailable),2013,2013,https://doi.org/10.1503/cmaj.121815,10.1503/cmaj.121815,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_a7dd7114e5f2,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Thyroid eye disease (2013). . https://doi.org/10.1503/cmaj.121815,2026-09-10,2.0.0
108,preserved_v1+scholarly,Incidence of Pediatric Graves’ Disease in the United States: An Epidemiological Analysis of 2007–2022 Outpatient Insurance Claims,Thyroid®,2025,2025,https://doi.org/10.1177/10507256251382559,10.1177/10507256251382559,NA (no registry ID),cohort study,B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_ebdcf72c79c1,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Incidence of Pediatric Graves’ Disease in the United States: An Epidemiological Analysis of 2007–2022 Outpatient Insurance Claims (2025). Thyroid®. https://doi.org/10.1177/10507256251382559,2026-09-10,2.0.0
109,preserved_v1+scholarly,Thyroid storm in pediatrics: a systematic review,Journal of Pediatric Endocrinology and Metabolism,2022,2022,https://doi.org/10.1515/jpem-2022-0309,10.1515/jpem-2022-0309,NA (no registry ID),systematic review,B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_ce24b62b4e7f,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Thyroid storm in pediatrics: a systematic review (2022). Journal of Pediatric Endocrinology and Metabolism. https://doi.org/10.1515/jpem-2022-0309,2026-09-10,2.0.0
110,preserved_v1+scholarly,A Retrospective Analysis of Thyroid Storm at a Tertiary Care Center in Northern India,Cureus,2025,2025,https://doi.org/10.7759/cureus.99537,10.7759/cureus.99537,NA (no registry ID),cross-sectional study,B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_034579166da1,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",A Retrospective Analysis of Thyroid Storm at a Tertiary Care Center in Northern India (2025). Cureus. https://doi.org/10.7759/cureus.99537,2026-09-10,2.0.0
111,preserved_v1+scholarly,A Lower Prevalence of Central Nervous System and Higher Prevalence of Cardiac Symptoms Characterises Indian Patients with Thyrotoxic Storm: A Retrospective Analysis,Indian Journal of Endocrinology and Metabolism,2024,2024,https://doi.org/10.4103/ijem.ijem_355_23,10.4103/ijem.ijem_355_23,NA (no registry ID),cross-sectional study,B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_e435d51a1aa2,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",A Lower Prevalence of Central Nervous System and Higher Prevalence of Cardiac Symptoms Characterises Indian Patients with Thyrotoxic Storm: A Retrospective Analysis (2024). Indian Journal of Endocrinology and Metabolism. https://doi.org/10.4103/ijem.ijem_355_23,2026-09-10,2.0.0
112,preserved_v1+scholarly,Change in newly diagnosed Graves’ disease phenotype between the twentieth and the twenty-first centuries: meta-analysis and meta-regression,Journal of Endocrinological Investigation,2020,2020,https://doi.org/10.1007/s40618-020-01479-z,10.1007/s40618-020-01479-z,NA (no registry ID),meta-analysis,B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_fe2236134853,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Change in newly diagnosed Graves’ disease phenotype between the twentieth and the twenty-first centuries: meta-analysis and meta-regression (2020). Journal of Endocrinological Investigation. https://doi.org/10.1007/s40618-020-01479-z,2026-09-10,2.0.0
113,preserved_v1+scholarly,Graves' Disease and Toxic Nodular Goiter Are Both Associated with Increased Mortality But Differ with Respect to the Cause of Death: A Danish Population-Based Register Study,Thyroid,2013,2013,https://doi.org/10.1089/thy.2012.0500,10.1089/thy.2012.0500,NA (no registry ID),cohort study,B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_79e507ab81cd,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Graves' Disease and Toxic Nodular Goiter Are Both Associated with Increased Mortality But Differ with Respect to the Cause of Death: A Danish Population-Based Register Study (2013). Thyroid. https://doi.org/10.1089/thy.2012.0500,2026-09-10,2.0.0
114,preserved_v1+scholarly,Cancer and Mortality Risks of Graves’ Disease in South Korea Based on National Data from 2010 to 2019,Clinical Epidemiology,2023,2023,https://doi.org/10.2147/clep.s406361,10.2147/clep.s406361,NA (no registry ID),cohort study,B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_f58215bda9b2,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Cancer and Mortality Risks of Graves’ Disease in South Korea Based on National Data from 2010 to 2019 (2023). Clinical Epidemiology. https://doi.org/10.2147/clep.s406361,2026-09-10,2.0.0
115,preserved_v1+scholarly,Incidence of Graves’ Disease with Validation and Completeness of the Diagnosis for Registry Extracts in the Danish National Patient Register,Clinical Epidemiology,2024,2024,https://doi.org/10.2147/clep.s484335,10.2147/clep.s484335,NA (no registry ID),cross-sectional study,B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_86476f213a83,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Incidence of Graves’ Disease with Validation and Completeness of the Diagnosis for Registry Extracts in the Danish National Patient Register (2024). Clinical Epidemiology. https://doi.org/10.2147/clep.s484335,2026-09-10,2.0.0
116,preserved_v1+scholarly,Does Age or Sex Relate to Severity or Treatment Prognosis in Graves' Disease?,Thyroid,2021,2021,https://doi.org/10.1089/thy.2020.0881,10.1089/thy.2020.0881,NA (no registry ID),cohort study,B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_7121e642100e,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Does Age or Sex Relate to Severity or Treatment Prognosis in Graves' Disease? (2021). Thyroid. https://doi.org/10.1089/thy.2020.0881,2026-09-10,2.0.0
117,preserved_v1+scholarly,Increased Cardiovascular Mortality and Morbidity in Patients Treated for Toxic Nodular Goiter Compared to Graves' Disease and Nontoxic Goiter,Thyroid®,2017,2017,https://doi.org/10.1089/thy.2017.0029,10.1089/thy.2017.0029,NA (no registry ID),cohort study,B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_4ce96b3bf912,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Increased Cardiovascular Mortality and Morbidity in Patients Treated for Toxic Nodular Goiter Compared to Graves' Disease and Nontoxic Goiter (2017). Thyroid®. https://doi.org/10.1089/thy.2017.0029,2026-09-10,2.0.0
118,preserved_v1+scholarly,"Graves’ disease: Epidemiology, genetic and environmental risk factors and viruses",Best Practice & Research Clinical Endocrinology & Metabolism,2020,2020,https://doi.org/10.1016/j.beem.2020.101387,10.1016/j.beem.2020.101387,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_68fd3f17aa27,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.","Graves’ disease: Epidemiology, genetic and environmental risk factors and viruses (2020). Best Practice & Research Clinical Endocrinology & Metabolism. https://doi.org/10.1016/j.beem.2020.101387",2026-09-10,2.0.0
119,preserved_v1+scholarly,"Graves’ disease: review of disease characteristics, burden, and treatments",Frontiers in Endocrinology,2026,2026,https://doi.org/10.3389/fendo.2026.1884624,10.3389/fendo.2026.1884624,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_c068117e1e76,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.","Graves’ disease: review of disease characteristics, burden, and treatments (2026). Frontiers in Endocrinology. https://doi.org/10.3389/fendo.2026.1884624",2026-09-10,2.0.0
120,preserved_v1+scholarly,The incidence of autoimmune thyroid disease: a systematic review of the literature,Clinical Endocrinology,2008,2008,https://doi.org/10.1111/j.1365-2265.2008.03338.x,10.1111/j.1365-2265.2008.03338.x,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_2cd463601d38,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",The incidence of autoimmune thyroid disease: a systematic review of the literature (2008). Clinical Endocrinology. https://doi.org/10.1111/j.1365-2265.2008.03338.x,2026-09-10,2.0.0
121,preserved_v1+scholarly,Acute cardiovascular events and all-cause mortality in patients with hyperthyroidism: a population-based cohort study,NA (journal unavailable),2016,2016,https://doi.org/10.1530/eje-16-0576,10.1530/eje-16-0576,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_5259bba38f4b,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Acute cardiovascular events and all-cause mortality in patients with hyperthyroidism: a population-based cohort study (2016). . https://doi.org/10.1530/eje-16-0576,2026-09-10,2.0.0
